File_Name,File_Description,Standard,UTC_Offset,Contact,Date_Start,Date_End,Missing_Value_Codes,Data_Orientation,Location_ID,File_Path
WY2020_Bradley_Corrected.csv,"Corrected values for streamflow measurements (water temperature, water level, and streamflow) at ER-BRD1 (Bradley Creek) for Water Year 2020. Resolution of data is 10 minutes. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2019-09-30,2020-09-30,N/A; -9999,horizontal,ER-BRD1,Stream_Discharge_Data_WY19-WY22/ER-BRD1/WY2020_Bradley
WY2020_Bradley_Instantaneous.csv,"Instantaneous streamflow measurements (water temperature, water level, and streamflow) at ER-BRD1 (Bradley Creek) for Water Year 2020. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2019-06-11,2020-09-03,N/A; -9999,horizontal,ER-BRD1,Stream_Discharge_Data_WY19-WY22/ER-BRD1/WY2020_Bradley
WY2020_Bradley_Mean_Daily.csv,"Mean daily streamflow measurements (water temperature, water level, and streamflow) at ER-BRD1 (Bradley Creek) for Water Year 2020. Resolution of data is 1 day. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2019-10-01,2020-09-30,N/A; -9999,horizontal,ER-BRD1,Stream_Discharge_Data_WY19-WY22/ER-BRD1/WY2020_Bradley
WY2020_Bradley_RatingCurve.pdf,Rating curve information and notes associated with site and water year.,N/A,-9999,Rosemary Carroll,-9999,-9999,N/A,N/A,ER-BRD1,Stream_Discharge_Data_WY19-WY22/ER-BRD1/WY2020_Bradley
WY2020_Bradley_Raw_Data.csv,"Raw data streamflow measurements (water temperature, water level, and streamflow) at ER-BRD1 (Bradley Creek) for Water Year 2020. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2019-10-01,2020-10-01,N/A; -9999,horizontal,ER-BRD1,Stream_Discharge_Data_WY19-WY22/ER-BRD1/WY2020_Bradley
WY2021_Bradley_Corrected.csv,"Corrected values for streamflow measurements (water temperature, water level, and streamflow) at ER-BRD1 (Bradley Creek) for Water Year 2021. Resolution of data is 10 minutes. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2020-10-01,2021-09-30,N/A; -9999,horizontal,ER-BRD1,Stream_Discharge_Data_WY19-WY22/ER-BRD1/WY2021_Bradley
WY2021_Bradley_Instantaneous.csv,"Instantaneous streamflow measurements (water temperature, water level, and streamflow) at ER-BRD1 (Bradley Creek) for Water Year 2021. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2021-06-04,2021-10-07,N/A; -9999,horizontal,ER-BRD1,Stream_Discharge_Data_WY19-WY22/ER-BRD1/WY2021_Bradley
WY2021_Bradley_Mean_Daily.csv,"Mean daily streamflow measurements (water temperature, water level, and streamflow) at ER-BRD1 (Bradley Creek) for Water Year 2021. Resolution of data is 1 day. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2020-10-01,2021-09-30,N/A; -9999,horizontal,ER-BRD1,Stream_Discharge_Data_WY19-WY22/ER-BRD1/WY2021_Bradley
WY2021_Bradley_RatingCurve.pdf,Rating curve information and notes associated with site and water year.,N/A,-9999,Rosemary Carroll,-9999,-9999,N/A,N/A,ER-BRD1,Stream_Discharge_Data_WY19-WY22/ER-BRD1/WY2021_Bradley
WY2021_Bradley_Raw_Data.csv,"Raw data streamflow measurements (water temperature, water level, and streamflow) at ER-BRD1 (Bradley Creek) for Water Year 2021. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2020-09-30,2021-10-07,N/A; -9999,horizontal,ER-BRD1,Stream_Discharge_Data_WY19-WY22/ER-BRD1/WY2021_Bradley
WY2022_Bradley_Corrected.csv,"Corrected values for streamflow measurements (water temperature, water level, and streamflow) at ER-BRD1 (Bradley Creek) for Water Year 2022. Resolution of data is 10 minutes. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2021-09-29,2022-10-18,N/A; -9999,horizontal,ER-BRD1,Stream_Discharge_Data_WY19-WY22/ER-BRD1/WY2022_Bradley
WY2022_Bradley_Instantaneous.csv,"Instantaneous streamflow measurements (water temperature, water level, and streamflow) at ER-BRD1 (Bradley Creek) for Water Year 2022. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2022-06-03,2022-09-08,N/A; -9999,horizontal,ER-BRD1,Stream_Discharge_Data_WY19-WY22/ER-BRD1/WY2022_Bradley
WY2022_Bradley_Plot.png,Plot for ER-BRD1 (Bradley Creek) for streamflow measurements.,N/A,-9999,Rosemary Carroll,-9999,-9999,N/A,N/A,ER-BRD1,Stream_Discharge_Data_WY19-WY22/ER-BRD1/WY2022_Bradley
WY2022_Bradley_Mean_Daily.csv,"Mean daily streamflow measurements (water temperature, water level, and streamflow) at ER-BRD1 (Bradley Creek) for Water Year 2022. Resolution of data is 1 day. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2021-10-01,2022-10-18,N/A; -9999,horizontal,ER-BRD1,Stream_Discharge_Data_WY19-WY22/ER-BRD1/WY2022_Bradley
WY2022_Bradley_RatingCurve.pdf,Rating curve information and notes associated with site and water year.,N/A,-9999,Rosemary Carroll,-9999,-9999,N/A,N/A,ER-BRD1,Stream_Discharge_Data_WY19-WY22/ER-BRD1/WY2022_Bradley
WY2022_Bradley_Raw_Data.csv,"Raw data streamflow measurements (water temperature, water level, and streamflow) at ER-BRD1 (Bradley Creek) for Water Year 2022. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2021-09-29,2022-10-18,N/A; -9999,horizontal,ER-BRD1,Stream_Discharge_Data_WY19-WY22/ER-BRD1/WY2022_Bradley
WY2019-2020_Copper_Corrrected.csv,"Corrected values for streamflow measurements (water temperature, water level, and streamflow) at ER-CPR1 (Copper Creek) for Water Years 2019 and 2020. Resolution of data is 10 minutes. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2019-11-03,2020-10-01,N/A; -9999,horizontal,ER-CPR1,Stream_Discharge_Data_WY19-WY22/ER-CPR1/WY2019-2020_Copper
WY2019-2020_Copper_Instantaneous.csv,"Instantaneous streamflow measurements (water temperature, water level, and streamflow) at ER-CPR1 (Copper Creek) for Water Years 2019 and 2020. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2018-10-16,2020-09-02,N/A; -9999,horizontal,ER-CPR1,Stream_Discharge_Data_WY19-WY22/ER-CPR1/WY2019-2020_Copper
WY2019-2020_Copper_Mean_Daily.csv,"Mean daily streamflow measurements (water temperature, water level, and streamflow) at ER-CPR1 (Copper Creek) for Water Years 2019 and 2020. Resolution of data is 1 day. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2018-10-01,2020-09-03,N/A; -9999,horizontal,ER-CPR1,Stream_Discharge_Data_WY19-WY22/ER-CPR1/WY2019-2020_Copper
WY2019-2020_Copper_RatingCurve.pdf,Rating curve information and notes associated with site and water year.,N/A,-9999,Rosemary Carroll,-9999,-9999,N/A,N/A,ER-CPR1,Stream_Discharge_Data_WY19-WY22/ER-CPR1/WY2019-2020_Copper
WY2019-2020_Copper_Raw_Data.csv,"Raw data streamflow measurements (water temperature, water level, and streamflow) at ER-CPR1 (Copper Creek) for Water Years 2019 and 2020. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2019-11-03,2020-10-01,N/A; -9999,horizontal,ER-CPR1,Stream_Discharge_Data_WY19-WY22/ER-CPR1/WY2019-2020_Copper
WY2021_Copper_Corrected.csv,"Corrected values for streamflow measurements (water temperature, water level, and streamflow) at ER-CPR1 (Copper Creek) for Water Year 2021. Resolution of data is 10 minutes. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2020-10-01,2021-09-30,N/A; -9999,horizontal,ER-CPR1,Stream_Discharge_Data_WY19-WY22/ER-CPR1/WY2021_Copper
WY2021_Copper_Instantaneous.csv,"Instantaneous streamflow measurements (water temperature, water level, and streamflow) at ER-CPR1 (Copper Creek) for Water Year 2021. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2020-09-02,2021-10-07,N/A; -9999,horizontal,ER-CPR1,Stream_Discharge_Data_WY19-WY22/ER-CPR1/WY2021_Copper
WY2021_Copper_Mean_Daily.csv,"Mean daily streamflow measurements (water temperature, water level, and streamflow) at ER-CPR1 (Copper Creek) for Water Year 2021. Resolution of data is 1 day. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2020-10-01,2021-09-30,N/A; -9999,horizontal,ER-CPR1,Stream_Discharge_Data_WY19-WY22/ER-CPR1/WY2021_Copper
WY2021_Copper_RatingCurve.pdf,Rating curve information and notes associated with site and water year.,N/A,-9999,Rosemary Carroll,-9999,-9999,N/A,N/A,ER-CPR1,Stream_Discharge_Data_WY19-WY22/ER-CPR1/WY2021_Copper
WY2021_Copper_Raw_Data.csv,"Raw data streamflow measurements (water temperature, water level, and streamflow) at ER-CPR1 (Copper Creek) for Water Year 2021. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2020-09-30,2021-10-07,N/A; -9999,horizontal,ER-CPR1,Stream_Discharge_Data_WY19-WY22/ER-CPR1/WY2021_Copper
WY2022_Copper_Corrected.csv,"Corrected values for streamflow measurements (water temperature, water level, and streamflow) at ER-CPR1 (Copper Creek) for Water Year 2022. Resolution of data is 10 minutes. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2021-09-29,2022-10-31,N/A; -9999,horizontal,ER-CPR1,Stream_Discharge_Data_WY19-WY22/ER-CPR1/WY2022_Copper
WY2022_Copper_Instantaneous.csv,"Instantaneous streamflow measurements (water temperature, water level, and streamflow) at ER-CPR1 (Copper Creek) for Water Year 2022. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2019-10-17,2022-09-08,N/A; -9999,horizontal,ER-CPR1,Stream_Discharge_Data_WY19-WY22/ER-CPR1/WY2022_Copper
WY2022_Copper_Plot.png,Plot for ER-CPR (Copper Creek) for streamflow measurements.,N/A,-9999,Rosemary Carroll,-9999,-9999,N/A,N/A,ER-CPR1,Stream_Discharge_Data_WY19-WY22/ER-CPR1/WY2022_Copper
WY2022_Copper_Mean_Daily.csv,"Mean daily streamflow measurements (water temperature, water level, and streamflow) at ER-CPR1 (Copper Creek) for Water Year 2022. Resolution of data is 1 day. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2021-10-01,2022-11-01,N/A; -9999,horizontal,ER-CPR1,Stream_Discharge_Data_WY19-WY22/ER-CPR1/WY2022_Copper
WY2022_Copper_RatingCurve.pdf,Rating curve information and notes associated with site and water year.,N/A,-9999,Rosemary Carroll,-9999,-9999,N/A,N/A,ER-CPR1,Stream_Discharge_Data_WY19-WY22/ER-CPR1/WY2022_Copper
WY2022_Copper_Raw_Data.csv,"Raw data streamflow measurements (water temperature, water level, and streamflow) at ER-CPR1 (Copper Creek) for Water Year 2022. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Reporting Format for Hydrologic Monitoring Data and Metadata v1.0.0,-7:00:00,Rosemary Carroll,2021-09-29,2022-10-31,N/A; -9999,horizontal,ER-CPR1,Stream_Discharge_Data_WY19-WY22/ER-CPR1/WY2022_Copper
WY2019_EAQ_Corrected.csv,"Corrected values for streamflow measurements (water temperature, water level, and streamflow) at ER-EAQ1 (East River above Quigley Creek) for Water Year 2019. Resolution of data is 10 minutes. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2018-10-22,2019-11-03,N/A; -9999,horizontal,ER-EAQ1,Stream_Discharge_Data_WY19-WY22/ER-EAQ1/WY2019_EAQ
WY2019_EAQ_Instantaneous.csv,"Instantaneous streamflow measurements (water temperature, water level, and streamflow) at ER-EAQ1 (East River above Quigley Creek) for Water Year 2019. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2019-10-16,2019-10-17,N/A; -9999,horizontal,ER-EAQ1,Stream_Discharge_Data_WY19-WY22/ER-EAQ1/WY2019_EAQ
WY2019_EAQ_Mean_Daily.csv,"Mean daily streamflow measurements (water temperature, water level, and streamflow) at ER-EAQ1 (East River above Quigley Creek) for Water Year 2019. Resolution of data is 1 day. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2018-10-01,2019-09-30,N/A; -9999,horizontal,ER-EAQ1,Stream_Discharge_Data_WY19-WY22/ER-EAQ1/WY2019_EAQ
WY2019_EAQ_RatingCurve.pdf,Rating curve information and notes associated with site and water year.,N/A,-9999,Rosemary Carroll,-9999,-9999,N/A,N/A,ER-EAQ1,Stream_Discharge_Data_WY19-WY22/ER-EAQ1/WY2019_EAQ
WY2019_EAQ_Raw_Data.csv,"Raw data streamflow measurements (water temperature, water level, and streamflow) at ER-EAQ1 (East River above Quigley Creek) for Water Year 2019. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2018-10-22,2019-11-03,N/A; -9999,horizontal,ER-EAQ1,Stream_Discharge_Data_WY19-WY22/ER-EAQ1/WY2019_EAQ
WY2020_EAQ_Corrected.csv,"Corrected values for streamflow measurements (water temperature, water level, and streamflow) at ER-EAQ1 (East River above Quigley Creek) for Water Year 2020. Resolution of data is 10 minutes. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2019-10-01,2020-09-30,N/A; -9999,horizontal,ER-EAQ1,Stream_Discharge_Data_WY19-WY22/ER-EAQ1/WY2020_EAQ
WY2020_EAQ_Instantaneous.csv,"Instantaneous streamflow measurements (water temperature, water level, and streamflow) at ER-EAQ1 (East River above Quigley Creek) for Water Year 2020. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2019-10-17,2020-09-03,N/A; -9999,horizontal,ER-EAQ1,Stream_Discharge_Data_WY19-WY22/ER-EAQ1/WY2020_EAQ
WY2020_EAQ_Mean_Daily.csv,"Mean daily streamflow measurements (water temperature, water level, and streamflow) at ER-EAQ1 (East River above Quigley Creek) for Water Year 2020. Resolution of data is 1 day. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2019-10-01,2020-10-01,N/A; -9999,horizontal,ER-EAQ1,Stream_Discharge_Data_WY19-WY22/ER-EAQ1/WY2020_EAQ
WY2020_EAQ_RatingCurve.pdf,Rating curve information and notes associated with site and water year.,N/A,-9999,Rosemary Carroll,-9999,-9999,N/A,N/A,ER-EAQ1,Stream_Discharge_Data_WY19-WY22/ER-EAQ1/WY2020_EAQ
WY2020_EAQ_Raw_Data.csv,"Raw data streamflow measurements (water temperature, water level, and streamflow) at ER-EAQ1 (East River above Quigley Creek) for Water Year 2020. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2019-10-11,2020-10-01,N/A; -9999,horizontal,ER-EAQ1,Stream_Discharge_Data_WY19-WY22/ER-EAQ1/WY2020_EAQ
WY2021_EAQ_Corrected.csv,"Corrected values for streamflow measurements (water temperature, water level, and streamflow) at ER-EAQ1 (East River above Quigley Creek) for Water Year 2021. Resolution of data is 10 minutes. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2020-10-01,2021-10-01,N/A; -9999,horizontal,ER-EAQ1,Stream_Discharge_Data_WY19-WY22/ER-EAQ1/WY2021_EAQ
WY2021_EAQ_Instantaneous.csv,"Instantaneous streamflow measurements (water temperature, water level, and streamflow) at ER-EAQ1 (East River above Quigley Creek) for Water Year 2021. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2020-06-05,2021-10-01,N/A; -9999,horizontal,ER-EAQ1,Stream_Discharge_Data_WY19-WY22/ER-EAQ1/WY2021_EAQ
WY2021_EAQ_Mean_Daily.csv,"Mean daily streamflow measurements (water temperature, water level, and streamflow) at ER-EAQ1 (East River above Quigley Creek) for Water Year 2021. Resolution of data is 1 day. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2020-10-01,2021-09-30,N/A; -9999,horizontal,ER-EAQ1,Stream_Discharge_Data_WY19-WY22/ER-EAQ1/WY2021_EAQ
WY2021_EAQ_RatingCurve.pdf,Rating curve information and notes associated with site and water year.,N/A,-9999,Rosemary Carroll,-9999,-9999,N/A,N/A,ER-EAQ1,Stream_Discharge_Data_WY19-WY22/ER-EAQ1/WY2021_EAQ
WY2021_EAQ_Raw_Data.csv,"Raw data streamflow measurements (water temperature, water level, and streamflow) at ER-EAQ1 (East River above Quigley Creek) for Water Year 2021. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2020-09-30,2021-10-07,N/A; -9999,horizontal,ER-EAQ1,Stream_Discharge_Data_WY19-WY22/ER-EAQ1/WY2021_EAQ
WY2022_EAQ_Corrected.csv,"Corrected values for streamflow measurements (water temperature, water level, and streamflow) at ER-EAQ1 (East River above Quigley Creek) for Water Year 2022. Resolution of data is 10 minutes. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2022-06-10,2022-10-07,N/A; -9999,horizontal,ER-EAQ1,Stream_Discharge_Data_WY19-WY22/ER-EAQ1/WY2022_EAQ
WY2022_EAQ_Instantaneous.csv,"Instantaneous streamflow measurements (water temperature, water level, and streamflow) at ER-EAQ1 (East River above Quigley Creek) for Water Year 2022. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2022-06-03,2022-09-08,N/A; -9999,horizontal,ER-EAQ1,Stream_Discharge_Data_WY19-WY22/ER-EAQ1/WY2022_EAQ
WY2022_EAQ_Plot.png,Plot for ER-EAQ1 (East River above Quigley Creek) for streamflow measurements.,N/A,-9999,Rosemary Carroll,-9999,-9999,N/A,N/A,ER-EAQ1,Stream_Discharge_Data_WY19-WY22/ER-EAQ1/WY2022_EAQ
WY2022_EAQ_Mean_Daily.csv,"Mean daily streamflow measurements (water temperature, water level, and streamflow) at ER-EAQ1 (East River above Quigley Creek) for Water Year 2022. Resolution of data is 1 day. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2022-06-10,2022-10-07,N/A; -9999,horizontal,ER-EAQ1,Stream_Discharge_Data_WY19-WY22/ER-EAQ1/WY2022_EAQ
WY2022_EAQ_RatingCurve.pdf,Rating curve information and notes associated with site and water year.,N/A,-9999,Rosemary Carroll,-9999,-9999,N/A,N/A,ER-EAQ1,Stream_Discharge_Data_WY19-WY22/ER-EAQ1/WY2022_EAQ
WY2022_EAQ_Raw_Data.csv,"Raw data streamflow measurements (water temperature, water level, and streamflow) at ER-EAQ1 (East River above Quigley Creek) for Water Year 2022. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2021-08-19,2022-10-07,N/A; -9999,horizontal,ER-EAQ1,Stream_Discharge_Data_WY19-WY22/ER-EAQ1/WY2022_EAQ
WY2019_EBC_Corrected.csv,"Corrected values for streamflow measurements (water temperature, water level, and streamflow) at ER-EBC1 (East River below Copper Creek) for Water Year 2019. Resolution of data is 10 minutes. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2018-10-23,2019-09-30,N/A; -9999,horizontal,ER-EBC1,Stream_Discharge_Data_WY19-WY22/ER-EBC1/WY2019_EBC
WY2019_EBC_Instantaneous.csv,"Instantaneous streamflow measurements (water temperature, water level, and streamflow) at ER-EBC1 (East River below Copper Creek) for Water Year 2019. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2018-10-16,2019-10-17,N/A; -9999,horizontal,ER-EBC1,Stream_Discharge_Data_WY19-WY22/ER-EBC1/WY2019_EBC
WY2019_EBC_Mean_Daily.csv,"Mean daily streamflow measurements (water temperature, water level, and streamflow) at ER-EBC1 (East River below Copper Creek) for Water Year 2019. Resolution of data is 1 day. Specific metadata on instrumentation and site installation contained within the data and metadata files (InstallationMethods.csv, locations.csv, and sensors.csv)",ESS-DIVE Hydrologic Monitoring ,-7:00:00,Rosemary Carroll,2018-10-01,2019-09-30,N/A; -9999,horizontal,ER-EBC1,Stream_Discharge_Data_WY19-WY22/ER-EBC1/WY2019_EBC
