"Date","AirT","SR","sn","P","SoilT","CLM_ET"
2005-01-31,-6.72946390517218,222.017782588801,4,0,-0.087500142857151,0.071926
2005-02-01,-6.63085685871906,217.438189314773,3,0,-0.0906215714285796,0.071259
2005-02-02,-6.53366871888313,214.16826378866,0,0,-0.0924787142857225,0.545004
2005-02-03,-6.4403452397701,212.534523141882,0,0,-0.0954258571428653,0.122621
2005-02-04,-6.35032333045231,212.810639425614,0,0,-0.101028000000008,0.538014
2005-02-05,-6.26033863589948,215.195644047382,0,0,-0.105954428571437,0.104675
2005-02-06,-6.1650931352928,219.794474303126,0,0,-0.109773428571437,0.802017
2005-02-07,-6.05818819988021,226.602807050183,0,0,-0.113592428571437,1.356293
2005-02-08,-5.93321169530157,235.498513131675,13,0,-0.116722714285723,0.113798
2005-02-09,-5.78485218805852,246.241932543971,0,0,-0.120807714285723,0.580519
2005-02-11,-5.60991176699529,258.486276798006,0,0,-0.124325857142865,0.490815
2005-02-12,-5.408098717173,271.797993373924,3,0,-0.125603142857151,0.113222
2005-02-13,-5.18250642997052,285.685684712148,6,0,-0.127652285714294,0.617014
2005-02-14,-4.93971522793497,299.635263910855,6,0,-0.128842428571437,0.827914
2005-02-16,-4.68947981527409,313.148059235447,15,0,-0.130154714285723,0.609159
2005-02-17,-4.44400403909379,325.777666497073,7,0,-0.130124285714294,0.904963
2005-02-18,-4.21685838393588,337.161176992182,0,0,-0.13028557142858,1.329703
2005-02-19,-4.02165188108224,347.04106314957,14,0,-0.129640428571437,1.169943
2005-02-21,-3.87061399492748,355.27548026128,12,0,-0.128153714285723,0.578555
2005-02-22,-3.77325694825752,361.836247054692,4,0,-0.128114428571437,0.118048
2005-02-23,-3.73528342831915,366.795159560332,5,0,-0.128533000000008,0.128163
2005-02-24,-3.75788381197258,370.30080630958,0,0,-0.129147714285723,0.766347
2005-02-25,-3.83752164955176,372.549468383333,0,0,-0.129976142857151,0.883036
2005-02-26,-3.96623978991527,373.75444601024,5,0,-0.131332000000008,0.600935
2005-02-27,-4.13244270208617,374.118279577831,4,0,-0.13301057142858,0.606314
2005-02-28,-4.32204266151483,373.811496315557,0,0,-0.13498557142858,0.723716
2005-03-01,-4.51981831512617,372.960411890811,4,0,-0.136568142857151,0.714205
2005-03-02,-4.7108168793933,371.645136673902,0,0,-0.13840357142858,0.123088
2005-03-03,-4.8816367146561,369.90736131221,0,0,-0.140042714285723,0.165266
2005-03-04,-5.02145573380847,367.76596958978,0,0,-0.141716857142865,0.828351
2005-03-05,-5.12271565959404,365.237449271881,0,0,-0.143465000000008,0.678066
2005-03-07,-5.18142826736662,362.357245180088,0,0,-0.146324857142865,0.811253
2005-03-08,-5.19712362391802,359.198319039979,0,0,-0.147706857142865,1.048193
2005-03-09,-5.17249553429024,355.883692359891,0,0,-0.148587428571437,0.264293
2005-03-10,-5.11282263441787,352.590861719002,0,0,-0.149542285714294,0.243691
2005-03-11,-5.02524914315599,349.5473249566,0,0,-0.149830000000008,0.247575
2005-03-12,-4.91800378588223,347.01778628116,0,0,-0.150096000000008,0.330917
2005-03-13,-4.7996266232162,345.284591387331,0,0,-0.15030957142858,0.175434
2005-03-15,-4.6782565806324,344.624118721281,0,0,-0.150553714285723,0.090649
2005-03-16,-4.56101284824436,345.282309321195,0,0,-0.151063857142865,0.133625
2005-03-17,-4.4534944794403,347.452548269103,0,0,-0.151604428571437,0.141765
2005-03-18,-4.3594155040466,351.258481870033,5,0,-0.15285557142858,0.124306
2005-03-19,-4.28039498427002,356.743417122537,4,0,-0.154355285714294,0.661515
2005-03-20,-4.21592186914056,363.866988544542,9,0,-0.156160142857151,1.342684
2005-03-21,-4.16350475807537,372.509215981608,8,0,-0.157934428571437,0.959671
2005-03-22,-4.11900665410167,382.480989201286,4,0,-0.160079428571437,0.827792
2005-03-23,-4.07715579179833,393.539157934505,9,0,-0.161941000000008,1.354309
2005-03-25,-4.03220267893286,405.403982726995,7,0,-0.164696285714294,0.622912
2005-03-26,-3.97867256327306,417.776720123183,5,0,-0.165537714285723,1.157298
2005-03-27,-3.91213716037835,430.355548756767,0,0,-0.165851714285723,0.730731
2005-03-28,-3.82991009329113,442.848599838917,0,0,-0.166627714285723,0.401036
2005-03-29,-3.73157074905358,454.98296774313,4,0,-0.165986857142865,0.91779
2005-03-30,-3.61923464487335,466.509307522372,5,0,-0.164574285714294,0.594811
2005-03-31,-3.49750855605061,477.202735111137,5,0,-0.163000428571437,0.787387
2005-04-02,-3.3731077311132,486.861367431168,0,0,-0.160314857142865,0.825135
2005-04-03,-3.25415823423179,495.304264265644,0,0,-0.158108857142865,2.130398
2005-04-04,-3.14925726466047,502.37045169221,0,0,-0.140543857142865,0.504728
2005-04-05,-3.06641312138476,507.920346689205,10,0,-0.117546714285723,1.767744
2005-04-06,-3.0120112187246,511.840787783851,3,3,-0.095164285714294,1.566093
2005-04-07,-2.98995039650368,514.054238492235,0,0,-0.0731044285714368,1.570266
2005-04-08,-3.00107512074457,514.531231074336,0,0,-0.0507568571428654,1.162946
2005-04-09,-3.04298733444085,513.30415250364,0,0,-0.028082285714294,1.142963
2005-04-10,-3.11026597944525,510.479666097753,5,0,-0.00659785714286541,0.469149
2005-04-11,-3.19506226543773,506.246897711026,0,0,-5.40000000082637e-05,0.763058
2005-04-13,-3.28797044090764,500.878881751511,0,0,-6.0000000082637e-06,1.673831
2005-04-14,-3.37902954375314,494.725320073617,0,0,-6.0000000082637e-06,1.22843
2005-04-15,-3.45870473239241,488.1955827344,0,0,-6.0000000082637e-06,1.364816
2005-04-16,-3.51871464055254,481.732849070963,0,0,-6.0000000082637e-06,1.411585
2005-04-18,-3.55260721798682,475.781872981019,0,0,-6.0000000082637e-06,1.216992
2005-04-19,-3.55603336772358,470.754268207051,0,0,-6.0000000082637e-06,1.268294
2005-04-20,-3.52671492910172,466.995773953985,0,0,-0.000952000000008264,1.337902
2005-04-21,-3.46416819690997,464.759636282327,0,0,-0.00225114285715112,1.091482
2005-04-22,-3.36928841330104,464.189390475056,0,0,-0.00351985714286541,1.775386
2005-04-23,-3.24390232947463,465.313548640149,0,0,-0.00408228571429398,1.64249
2005-04-24,-3.09036820426,468.052810049916,5,5,-0.00443542857143684,1.771547
2005-04-26,-2.91127089333064,472.238536693881,0,0,-0.00489757142857969,1.61339
2005-04-27,-2.70923467262799,477.639261501455,9,9,-0.00400385714286541,2.009414
2005-04-28,-2.48685927877534,483.990952957438,12,12,-0.00270471428572255,1.954012
2005-04-29,-2.24674298012576,491.026933101667,13,0,-0.00143600000000826,1.776341
2005-04-30,-1.99152873124833,498.503989018874,5,0,-0.000873571428579693,1.264633
2005-05-01,-1.72392417114048,506.221279222944,8,8,-0.000520428571436836,1.447126
2005-05-02,-1.44668820435317,514.0297549312,2,2,-0.00018471428572255,1.466165
2005-05-03,-1.16260592888273,521.831234407372,0,0,-5.82857142939785e-05,1.284056
2005-05-04,-0.874472448026854,529.568384248773,0,0,-6.00000000826426e-06,1.16509
2005-05-05,-0.585089444420757,537.208288795595,0,0,-6.00000000826426e-06,1.589172
2005-05-07,-0.297291200015988,544.722409295406,19,0,-0.00217271428572255,3.137242
2005-05-08,-0.0140244340488216,552.065745954258,18,18,-0.00286585714286541,2.302076
2005-05-09,0.261523399878391,559.158922948324,0,1,-0.00311442857143684,1.805534
2005-05-10,0.525798839989606,565.876629249027,0,0,-0.00315371428572255,1.360364
2005-05-12,0.774832662418416,572.045265267116,0,0,-0.00321914285715112,1.794679
2005-05-13,1.00431389565737,577.450791866015,4,4,-0.00237342857143684,1.800874
2005-05-14,1.20979456681522,581.856032606948,0,0,-0.00110042857143684,1.824733
2005-05-15,1.38702158025171,585.02597504109,0,0,-0.00041171428572255,1.512468
2005-05-16,1.53238407535655,586.75860762583,0,0,-0.000163142857151122,1.873141
2005-05-17,1.64342657150813,586.916942795224,0,0,-0.000123857142865407,0.934717
2005-05-18,1.71933788967109,585.457579977917,0,3,-0.000102000000008265,1.852834
2005-05-20,1.76131462671965,582.450949596648,0,0,-2.78571428654074e-05,2.039664
2005-05-21,1.77273071277114,578.089661506589,0,0,-1.0428571436836e-05,1.978206
2005-05-22,1.75909094074283,572.683262380979,0,0,-6.0000000082646e-06,2.0648
2005-05-23,1.72776548202981,566.639002059963,0,0,-6.0000000082646e-06,2.086001
2005-05-24,1.6875180265793,560.43008398233,0,0,-6.0000000082646e-06,2.009066
2005-05-25,1.64788132198434,554.555556077055,0,0,-6.0000000082646e-06,1.802351
2005-05-26,1.61847025223784,549.496770705031,0,0,-6.0000000082646e-06,1.754086
2005-05-27,1.60833104708574,545.676153866492,0,0,-6.0000000082646e-06,1.766338
2005-05-28,1.62540191884201,543.423465386872,0,0,-6.0000000082646e-06,1.60524
2005-05-29,1.67612612052242,542.953112112132,0,0,-6.0000000082646e-06,1.613198
2005-05-31,1.76524523569842,544.354806805744,0,5,-6.0000000082646e-06,1.862147
2005-06-01,1.89578600743167,547.598034267418,0,0,-6.0000000082646e-06,2.10967
2005-06-02,2.06921345345898,552.548041973049,0,0,-6.0000000082646e-06,1.721121
2005-06-03,2.28568419546725,558.990029357225,0,0,-6.0000000082646e-06,1.388026
2005-06-05,2.54432337981575,566.65720323836,0,5,-6.0000000082646e-06,2.335773
2005-06-06,2.8434591237407,575.258465613741,0,0,-6.0000000082646e-06,1.84256
2005-06-07,3.18077207447643,584.502619277625,0,0,-6.0000000082646e-06,1.685719
2005-06-08,3.55332727753424,594.116638862045,0,0,-6.0000000082646e-06,1.808383
2005-06-09,3.95747027644881,603.856449471788,0,0,-6.0000000082646e-06,1.393441
2005-06-10,4.38861147530124,613.510597513622,6,6,-6.0000000082646e-06,1.102421
2005-06-11,4.8409694764088,622.898189636428,7,7,-6.0000000082646e-06,1.936803
2005-06-13,5.30735834841224,631.863304056063,0,12,-6.0000000082646e-06,2.093503
2005-06-14,5.77909871229099,640.268074811748,0,0,-6.0000000082646e-06,2.00442
2005-06-15,6.24610961666938,647.986012729913,0,0,-6.0000000082646e-06,2.123016
2005-06-16,6.69721947036845,654.896965656624,0,0,-6.0000000082646e-06,2.277935
2005-06-17,7.12071039275366,660.885128608203,0,0,-6.0000000082646e-06,2.300719
2005-06-18,7.50506236654376,665.840581457808,0,0,-6.0000000082646e-06,2.361027
2005-06-19,7.83980748610643,669.664043623161,0,0,-6.0000000082646e-06,2.368288
2005-06-20,8.11638281802161,672.273900352945,0,0,-6.0000000082646e-06,2.465986
2005-06-21,8.32887118987893,673.614420480427,0,0,-6.0000000082646e-06,2.660578
2005-06-22,8.4745393701732,673.664231105782,0,0,-6.0000000082646e-06,2.372898
2005-06-24,8.5541105470447,672.444199201323,0,4,-6.0000000082646e-06,2.568965
2005-06-25,8.57173873577142,670.02354001217,0,0,-6.0000000082646e-06,2.004593
2005-06-26,8.53469672488006,666.523139762943,0,7,-6.0000000082646e-06,1.507894
2005-06-27,8.45284115494303,662.115477627561,0,8,-6.0000000082646e-06,2.74386
2005-06-29,8.3379411287818,657.02090375217,0,6,-6.0000000082646e-06,2.611126
2005-06-30,8.20295600217341,651.500352550885,0,0,-6.0000000082646e-06,2.208613
2005-07-01,8.06133366838799,645.844779367551,0,0,-6.0000000082646e-06,2.364666
2005-07-02,7.92637339705462,640.361353491892,0,0,-6.0000000082646e-06,2.621913
2005-07-03,7.81067157144087,635.356713624135,0,0,-6.0000000082646e-06,2.234583
2005-07-04,7.72564734423857,631.118054750344,0,0,-6.0000000082646e-06,2.333411
2005-07-05,7.68112054394536,627.893202845532,0,0,-6.0000000082646e-06,2.554791
2005-07-07,7.68491233014182,625.871239356618,0,0,-6.0000000082646e-06,2.76992
2005-07-08,7.74245861714412,625.165248360571,0,0,-6.0000000082646e-06,2.882298
2005-07-09,7.8564495238306,625.798816229733,0,0,-6.0000000082646e-06,2.737311
2005-07-10,8.02653948629666,627.698519084053,0,0,0.023749714285706,2.772528
2005-07-11,8.2491946754598,630.694653531217,0,0,0.10961742857142,2.786457
2005-07-12,8.51774393426583,634.531590021182,0,0,0.402647142857135,3.326687
2005-07-13,8.82269316098552,638.887886002356,0,0,1.24602214285713,4.103915
2005-07-14,9.15233348904838,643.404745057856,0,0,2.40124771428571,4.055615
2005-07-15,9.49362388472478,647.720450109947,0,0,3.63855242857142,3.642137
2005-07-16,9.8332817001959,651.507423958406,0,0,4.94617399999999,4.266009
2005-07-18,10.1589691226362,654.507460629229,0,0,7.57992385714285,4.190591
2005-07-19,10.4604322979107,656.560086259449,0,0,8.71368685714285,4.293034
2005-07-20,10.7304496658749,657.619766897167,0,0,9.4109177142857,4.490318
2005-07-21,10.9654597605115,657.759199964452,0,0,9.83408314285713,4.171302
2005-07-23,11.165780465424,657.158196064106,0,0,10.3138718571428,4.615741
2005-07-24,11.3353944047678,656.079454488415,0,20,10.2046232857143,6.125254
2005-07-25,11.481335243464,654.834323187018,0,14,9.99144499999999,2.826159
2005-07-26,11.612761741472,653.743059984697,0,6,9.65743442857142,2.840935
2005-07-27,11.7398467006926,653.095230589917,0,0,9.25209114285713,3.166526
2005-07-28,11.87262265056,653.11564214817,0,0,8.89245885714285,3.448486
2005-07-29,12.0199264343333,653.940102653027,0,0,8.63790742857142,3.756535
2005-07-31,12.1885574999528,655.603194391022,0,0,8.59717957142856,3.846645
2005-08-01,12.3827172934007,658.038391145552,0,3,8.73185799999999,3.673127
2005-08-02,12.6037507687974,661.089118819041,0,0,8.87474128571428,2.407978
2005-08-03,12.8501747253968,664.528227536138,0,9,8.87323285714285,3.272673
2005-08-04,13.1179462904022,668.082252691807,0,18,8.69806628571427,3.934257
2005-08-05,13.4009064852616,671.456719177542,0,16,8.48257285714284,2.079288
2005-08-06,13.6913241051784,674.359268533291,0,6,8.27175728571427,2.374548
2005-08-07,13.980473752941,676.518768654308,0,6,8.13574485714284,2.477428
2005-08-08,14.259205063131,677.699776974085,0,0,8.08905728571427,3.530172
2005-08-09,14.5184797544863,677.712549423398,0,0,8.10031828571427,3.180832
2005-08-10,14.7498614250269,676.419006330707,0,3,8.18435499999999,1.924163
2005-08-11,14.9459500423344,673.735435486594,0,3,8.33284928571427,1.524494
2005-08-12,15.1007561851905,669.632702841158,0,0,8.43189199999999,2.121073
2005-08-13,15.210009268812,664.134509115874,0,0,8.50489457142856,2.583437
2005-08-14,15.2713880075205,657.313548005755,0,0,8.49474085714285,2.664347
2005-08-15,15.2846490525617,649.285007548393,0,0,8.39183999999999,2.731926
2005-08-16,15.2516269239574,640.197114275308,0,4,8.1778377142857,2.367742
2005-08-17,15.1760896182093,630.219259458018,0,7,7.99691199999999,1.719694
2005-08-18,15.063448157187,619.528819379142,0,0,7.88652985714285,2.47461
2005-08-19,14.9203340856245,608.298154264125,0,0,7.77435585714285,2.517353
2005-08-20,14.7540778263018,596.683432041153,0,0,7.59813857142856,2.766231
2005-08-21,14.5721355528391,584.817075271608,0,0,7.54987714285713,2.225955
2005-08-22,14.3815270032738,572.805468854368,0,0,7.52394142857142,2.42836
2005-08-23,14.1883490241652,560.732667887654,0,0,7.61652728571427,2.239532
2005-08-24,13.9974154664786,548.6693057996,0,3,7.67942842857142,2.381024
2005-08-25,13.8120554254294,536.68469442149,0,0,7.65002685714285,2.642353
2005-08-26,13.6340817191385,524.859546161509,0,4,7.60070599999999,2.27675
2005-08-27,13.4639181325228,513.296689597039,0,0,7.52929485714284,2.226747
2005-08-28,13.3008569655247,502.127502049567,0,0,7.40976628571427,2.217567
2005-08-29,13.1434028251798,491.512278404255,0,0,7.38132399999999,2.449255
2005-08-30,12.9896509684995,481.63369275019,0,0,7.43161714285713,2.549773
2005-08-31,12.8376561790374,472.684171603294,0,0,7.5003297142857,2.344551
2005-09-01,12.6857590264483,464.849413277973,0,0,7.57073814285713,2.176368
2005-09-02,12.5328456759763,458.290849965405,0,0,7.69125214285713,2.228498
2005-09-03,12.3785283927654,453.129844318499,0,0,7.82674585714285,2.636084
2005-09-04,12.2232411343055,449.4357345751,0,0,7.93193557142856,2.092081
2005-09-05,12.0682523869551,447.2192594035,0,0,7.99425685714285,1.897245
2005-09-06,11.9156056978995,446.432385189257,0,4,7.89226257142856,1.849269
2005-09-07,11.7679969413886,446.974336009168,0,0,7.8553537142857,2.07748
2005-09-08,11.6285957721201,448.702362195278,0,14,7.8653417142857,3.364209
2005-09-09,11.5008220144979,451.445213232114,0,17,7.73810514285713,2.49787
2005-09-10,11.38809148461,455.017120784269,0,14,7.62329357142856,1.350042
2005-09-11,11.2935500660448,459.230647431341,0,0,7.49534199999999,1.80749
2005-09-12,11.2198176423237,463.90715135824,0,0,7.28842842857142,1.445626
2005-09-13,11.1687607132616,468.883571493371,0,0,7.04921857142856,1.38616
2005-09-14,11.141312342909,474.014753506419,0,0,6.54796299999999,1.126616
2005-09-15,11.1373555033134,479.171435693466,0,0,6.02142142857142,1.426208
2005-09-16,11.1556786051368,484.234732622536,0,0,5.72653442857142,1.492608
2005-09-17,11.1940037169415,489.088516166595,0,0,5.5482377142857,1.544115
2005-09-18,11.2490800140864,493.611099577788,0,0,5.31488299999999,1.860397
2005-09-19,11.3168272851048,497.667660073111,0,0,5.20052914285713,1.602218
2005-09-20,11.3925110275767,501.105250531877,0,0,5.23378028571427,2.035503
2005-09-21,11.4709308823372,503.752301498102,0,14,5.40923885714284,2.369315
2005-09-22,11.5466094579847,505.42393667064,0,15,5.54617114285713,1.280259
2005-09-23,11.6139745140997,505.933365074401,0,0,5.58528599999999,0.963417
2005-09-24,11.667533084465,505.10847365887,0,0,5.66675914285713,1.328201
2005-09-25,11.7020420751978,502.811956076192,0,0,5.82821014285713,1.369855
2005-09-26,11.7126861608678,498.962602079163,0,0,5.8767637142857,1.589255
2005-09-27,11.6952772524151,493.554635291956,0,20,5.76805142857142,3.345215
2005-09-28,11.6464834791595,486.671488553673,0,25,5.55602399999999,2.357835
2005-09-29,11.5640800771539,478.490732905237,0,3,5.40158328571427,1.362306
2005-09-30,11.4472035734004,469.278236743494,0,0,5.31517928571427,1.100607
2005-10-01,11.2965815794359,459.371289411624,0,0,5.1196837142857,1.586285
2005-10-02,11.1147009113707,449.151902103817,0,0,4.96975957142856,1.550735
2005-10-03,10.9058695608052,439.012990655332,0,0,4.98354042857142,1.335613
2005-10-04,10.6761277250878,429.32140477058,7,7,4.85496985714285,2.008631
2005-10-05,10.4329800927089,420.382835209748,7,7,4.6554067142857,1.557699
2005-10-06,10.1849521778808,412.413689928633,0,0,4.51004714285713,0.938622
2005-10-07,9.94099703404449,405.523812292664,0,0,4.26592399999999,1.485139
2005-10-08,9.70980071868165,399.712206465209,0,6,4.07455699999999,1.794711
2005-10-09,9.49905642263892,394.876269395197,16,16,3.56452985714284,2.296739
2005-10-10,9.31479226256025,390.833174025804,5,0,2.75597528571427,1.130199
2005-10-11,9.16083927763873,387.350294252504,2,0,2.16857285714284,0.630284
2005-10-12,9.03850619227166,384.180004806012,0,0,1.80851342857142,1.126824
2005-10-13,8.94649291821663,381.093662849022,0,0,1.4105817142857,0.893509
2005-10-14,8.88104567703197,377.91018503005,0,0,1.02459542857142,1.17565
2005-10-15,8.83632629791922,374.515826553,0,0,0.61560314285713,0.643148
2005-10-16,8.80494100564534,370.873029119799,0,0,0.579583714285701,0.752923
2005-10-17,8.77855620812278,367.017716279982,0,0,0.82958814285713,0.888916
2005-10-18,8.74852560887548,363.0462466069,0,0,1.12171985714284,1.593093
2005-10-19,8.70646615927039,359.094847506443,14,14,1.28837199999999,1.726891
2005-10-20,8.64474391966985,355.315194381506,0,0,1.36890785714284,0.690622
2005-10-21,8.55685204299077,351.849930242913,0,0,1.4736747142857,0.687778
2005-10-22,8.43768765206036,348.811485506114,0,0,1.63299828571427,0.746612
2005-10-23,8.28375020478335,346.266929902943,0,0,1.7064627142857,0.765457
2005-10-24,8.09328568819131,344.230747313367,0,0,1.66737842857142,0.864277
2005-10-25,7.86639333752734,342.665874264968,0,0,1.69654885714284,0.789133
2005-10-26,7.6051002826091,341.492049322875,0,0,1.83609699999999,0.722484
2005-10-27,7.31339421529274,340.599584944164,0,0,1.96134985714284,1.052787
2005-10-28,6.9971902016094,339.865992985458,0,0,2.03675442857142,0.979721
2005-10-29,6.6641908801361,339.172696646422,10,10,1.88183414285713,1.722659
2005-10-30,6.32359935011501,338.419235138012,17,0,1.6310407142857,1.046751
2005-10-31,5.98566716724967,337.532798750801,9,0,1.3686157142857,0.53953
2005-11-01,5.66108932344007,336.472212042902,0,0,1.03779657142856,0.802789
2005-11-02,5.36027978242431,335.226361737624,0,0,0.747195142857131,1.064757
2005-11-03,5.0925830930057,333.807849791468,0,0,0.591625285714274,1.123655
2005-11-04,4.86549663949486,332.243480529508,0,0,0.456920714285702,0.395362
2005-11-05,4.6839984031662,330.563683271236,3,0,0.451104999999988,0.672873
2005-11-06,4.55007372699041,328.79296473299,0,0,0.494801857142845,0.465839
2005-11-07,4.46250327758796,326.943088998213,0,0,0.565227714285702,0.451652
2005-11-08,4.41693364610495,325.00952349563,0,0,0.646713999999988,0.330714
2005-11-09,4.40622337676025,322.971227984649,0,0,0.706480428571416,0.40057
2005-11-10,4.42102898633067,320.793523751171,0,0,0.712091285714273,0.758314
2005-11-11,4.45057246059804,318.43328023688,0,0,0.702063999999988,1.467395
2005-11-12,4.48350744705414,315.845236833474,14,0,0.705368571428559,1.04094
2005-11-13,4.50879286329959,312.98822547387,12,0,0.716324285714274,1.143396
2005-11-14,4.51649750293688,309.830394769913,19,0,0.717191857142845,1.382458
2005-11-15,4.49848465218973,306.353475504678,13,0,0.691391428571416,1.086228
2005-11-16,4.44893979985472,302.556153535418,0,0,0.647581285714273,0.68507
2005-11-17,4.36471666584839,298.456349084232,0,0,0.604337857142845,0.317357
2005-11-18,4.24548238649388,294.092106948455,3,0,0.565379999999988,0.755458
2005-11-19,4.09365056263734,289.520955764869,0,0,0.516089714285702,0.272017
2005-11-20,3.91409915351547,284.817806824553,0,0,0.453851285714273,0.377139
2005-11-21,3.71367713795687,280.071520189011,0,0,0.375155142857131,0.414232
2005-11-22,3.50051072262254,275.379836374972,0,0,0.312829428571416,0.429342
2005-11-23,3.28313758916263,270.842692401696,0,0,0.271164285714273,0.40802
2005-11-24,3.06952343814014,266.554674668857,0,0,0.232978142857131,0.350031
2005-11-25,2.86604896310746,262.597951117478,0,0,0.198645857142845,0.758348
2005-11-26,2.67658793797531,259.037090230866,8,0,0.170643857142845,0.98192
2005-11-27,2.50181203132587,255.916692215393,7,0,0.149939857142845,0.575161
2005-11-28,2.33884724356849,253.262136631303,0,0,0.134406428571416,0.119005
2005-11-29,2.18137412722476,251.08353132348,11,0,0.120961285714273,1.541268
2005-11-30,2.02021620396898,249.382453707296,10,0,0.110079571428559,0.422411
2005-12-01,1.84439404636111,248.160171297696,12,0,0.103897571428559,0.85942
2005-12-02,1.64254325517905,247.425197078415,25,0,0.101233857142845,0.593913
2005-12-03,1.40451251359007,247.197891856357,29,0,0.100034999999988,0.392736
2005-12-04,1.12290295387959,247.510548239217,10,0,0.0986748571428448,0.137736
2005-12-05,0.794300959267308,248.402435638527,8,0,0.0979511428571305,1.191808
2005-12-06,0.41999522496207,249.910080355392,5,0,0.0981472857142734,0.489459
2005-12-07,0.00603241613558755,252.053717032034,9,0,0.0987052857142734,0.117549
2005-12-08,-0.437439675467029,254.821824636393,0,0,0.0986615714285591,1.426057
2005-12-09,-0.897479505363772,258.156693016313,0,0,0.0978462857142734,0.200804
2005-12-10,-1.36012720002958,261.944231077037,0,0,0.0963901428571305,0.588603
2005-12-11,-1.81237278243811,266.010504429007,0,0,0.0948249999999877,0.691856
2005-12-12,-2.24400391271105,270.126380484399,0,0,0.0929198571428448,0.198537
2005-12-13,-2.64904789675937,274.020554980374,6,0,0.0906747142857019,0.591448
2005-12-14,-3.02658450086021,277.400322444532,0,0,0.0881374285714162,0.169197
2005-12-15,-3.38080323278174,279.97829670096,0,0,0.0852034285714162,0.135975
2005-12-16,-3.72029672589129,281.501870997552,0,0,0.0799544285714162,0.528451
2005-12-17,-4.05671002966362,281.781535593582,0,0,0.0741734285714162,0.466738
2005-12-18,-4.40297191401017,280.714455647048,5,0,0.0680699999999876,0.527896
2005-12-19,-4.7713891660293,278.300357417862,13,0,0.0628208571428448,0.388523
2005-12-20,-5.17187370016276,274.647606852094,11,0,0.058587571428559,0.793837
2005-12-21,-5.61053037960161,269.96823055743,0,0,0.0549298571428448,0.326356
2005-12-22,-6.08876552844468,264.561823977716,0,0,0.0517081428571305,0.111783
2005-12-23,-6.60299442376995,258.790007763121,6,0,0.0507358571428448,0.778149
2005-12-24,-7.14493163523162,253.044270287906,0,0,0.0507882857142733,0.103999
2005-12-25,-7.70236279621805,247.710497373876,0,0,0.051786571428559,0.547321
2005-12-26,-8.26024589945588,243.133743003442,0,0,0.051616571428559,0.141037
2005-12-27,-8.80198589186846,239.586847143551,10,0,0.0500951428571305,1.102381
2005-12-28,-9.31073637977404,237.246302448252,5,0,0.0487087142857019,0.513203
2005-12-29,-9.77060077306111,236.178067115535,12,0,0.0478411428571305,1.172922
2005-12-30,-10.1676253128996,236.334617026922,8,0,0.0477278571428448,0.139962
2005-12-31,-10.4905144291068,237.563307032254,12,0,0.0470912857142733,0.806523
2006-01-01,-10.7310460809613,239.625110488882,23,0,0.0461714285714162,0.076511
2006-01-02,-10.8842024084738,242.221721988815,17,0,0.0458314285714162,1.608782
2006-01-03,-10.9480489253415,245.02799896921,14,0,0.0461452857142733,0.339809
2006-01-04,-10.9234145661379,247.726007144787,14,0,0.0461758571428448,0.045637
