Plot,Treatment,Bot.Depth,mid.depth,DateTime,CO2.ppm.,Temp (degC),VWC,CO2 Prod.gC.m3.hr
3,C,15,7,5/29/14 17:30,8135.312616,15.355,0.274964946,0.229948086
3,C,30,22.5,5/29/14 17:30,14080.29479,13.67,0.273622021,0.087125147
3,C,50,40,5/29/14 17:30,18639.45445,13.11,0.311573065,0.058372613
3,C,70,60,5/29/14 17:30,26129.52908,12.49,0.333744473,0.01740016
3,C,90,80,5/29/14 17:30,30676.50958,12.24605873,0.273374117,0.020216004
3,H,15,7,5/29/14 17:30,6623.080988,16.0025,0.270072539,0.209976136
3,H,30,22.5,5/29/14 17:30,13158.75754,14.8075,0.302643295,0.099566167
3,H,50,40,5/29/14 17:30,20446.67642,14.35251495,0.315218317,0.035787578
3,H,70,60,5/29/14 17:30,23569.52005,14.6,0.299335451,0.006201348
3,H,90,80,5/29/14 17:30,26394.6569,13.77637282,0.262415374,0.008708639
1,C,15,7,6/24/14 17:00,5119.385982,16.56,0.175106765,0.122079181
1,C,30,22.5,6/24/14 17:00,6408.965402,13.8,0.195279384,0.041508961
1,C,50,40,6/24/14 17:00,7618.04787,12.91,0.251250204,0.024129748
1,C,70,60,6/24/14 17:00,8937.668336,14.92,0.284927849,0.007487384
1,C,90,80,6/24/14 17:00,10386.05972,6.604376048,0.235744395,0.002993036
1,H,15,7,6/24/14 17:00,5129.848276,19.925,0.177709891,0.157978304
1,H,30,22.5,6/24/14 17:00,5306.944502,18.1475,0.208989136,0.052738101
1,H,50,40,6/24/14 17:00,8325.75069,16.81048216,0.209394675,0.019656393
1,H,70,60,6/24/14 17:00,9632.616913,16.26,0.205627845,0.006670274
1,H,90,80,6/24/14 17:00,11864.45181,15.23453865,0.244628031,0.005430479
2,C,15,7,6/24/14 17:30,3391.706738,16.88,0.192751826,0.162290088
2,C,30,22.5,6/24/14 17:30,5056.329854,14.55,0.210616021,0.055589785
2,C,50,40,6/24/14 17:30,5529.758713,13.485,0.247383674,0.034036772
2,C,70,60,6/24/14 17:30,10037.5073,13.11,0.275386988,0.013260047
2,C,90,80,6/24/14 17:30,13646.81882,11.72185061,0.268920996,0.004027588
2,H,15,7,6/24/14 17:00,2962.782047,19.6825,0.171154937,0.148321764
2,H,30,22.5,6/24/14 17:00,4666.159287,18.38,0.20697319,0.056898533
2,H,50,40,6/24/14 17:00,7455.788811,17.63180178,0.237054784,0.026411424
2,H,70,60,6/24/14 17:00,9543.520565,17.02,0.234977606,0.006269212
2,H,90,80,6/24/14 17:00,11135.23033,16.06171288,0.187697068,0.009071348
3,C,15,7,6/24/14 17:30,3632.834547,19.615,0.200507267,0.174319864
3,C,30,22.5,6/24/14 17:30,6147.312723,17.06,0.215573058,0.058917167
3,C,50,40,6/24/14 17:30,8084.069146,15.995,0.254682958,0.035842197
3,C,70,60,6/24/14 17:30,11355.11818,15.24,0.280017809,0.012659014
3,C,90,80,6/24/14 17:30,14666.91626,14.88257061,0.252834321,0.007331354
3,H,15,7,6/24/14 17:30,3733.832194,22.44,0.187682902,0.206034561
3,H,30,22.5,6/24/14 17:30,7058.667802,20.8425,0.234768112,0.090464591
3,H,50,40,6/24/14 17:30,11835.68219,19.90439352,0.26836867,0.036713814
3,H,70,60,6/24/14 17:30,16591.34484,19.06,0.268006769,0.008578656
3,H,90,80,6/24/14 17:30,15474.25584,16.98510914,0.233012366,0.006264065
1,C,15,7,7/29/14 13:30,5432.69629,23.535,0.156759727,NA
1,C,30,22.5,7/29/14 13:30,6617.538107,16.22,0.182115603,0.052288456
1,C,50,40,7/29/14 13:30,8545.281165,15.305,0.232053203,0.026717016
1,C,70,60,7/29/14 13:30,9757.813495,17.44,0.258223605,0.008344334
1,C,90,80,7/29/14 13:30,11016.57661,8.302417612,0.21458912,0.002545129
1,H,15,7,7/29/14 13:00,5352.333017,22.215,0.152845614,NA
1,H,30,22.5,7/29/14 13:00,6723.996652,20.4725,0.178619111,0.059613703
1,H,50,40,7/29/14 13:00,9338.227101,19.3375953,0.198331539,0.028384154
1,H,70,60,7/29/14 13:00,10412.36788,18.48,0.211083708,0.010763357
1,H,90,80,7/29/14 13:00,13902.4069,17.45780861,0.227550331,0.002405185
2,C,15,7,7/29/14 13:00,3307.203008,19.37,0.166808534,0.161216556
2,C,30,22.5,7/29/14 13:00,5121.534862,17.27,0.188582668,0.055758163
2,C,50,40,7/29/14 13:00,6233.863696,16.055,0.213080125,0.029253478
2,C,70,60,7/29/14 13:00,10151.90182,15.5,0.231262397,0.011345389
2,C,90,80,7/29/14 13:00,12049.00452,14.1691347,0.241893873,0.000313644
2,H,15,7,7/29/14 13:00,2950.776785,22.3175,0.151291991,0.152641942
2,H,30,22.5,7/29/14 13:00,4918.293379,20.975,0.187125978,0.055640417
2,H,50,40,7/29/14 13:00,6946.486196,19.79761196,0.208989136,0.024758297
2,H,70,60,7/29/14 13:00,9458.368663,19.41,0.201335396,0.005662147
2,H,90,80,7/29/14 13:00,10913.47012,18.58869727,0.16427473,0.00741797
3,C,15,7,7/29/14 13:30,3344.808817,20.81,0.18349168,0.156316418
3,C,30,22.5,7/29/14 13:30,6137.276144,19.315,0.198716397,0.053729924
3,C,50,40,7/29/14 13:30,8128.903402,18.64,0.222364398,0.029242715
3,C,70,60,7/29/14 13:30,11120.67771,17.9,0.233737643,0.010113181
3,C,90,80,7/29/14 13:30,13330.04946,17.6398587,0.215270889,0.004683706
3,H,15,7,7/29/14 13:30,4296.23478,23.5925,0.167701159,0.176549478
3,H,30,22.5,7/29/14 13:30,7693.631742,23.165,0.214322967,0.07389655
3,H,50,40,7/29/14 13:30,9429.711077,22.54040788,0.240759875,0.030651038
3,H,70,60,7/29/14 13:30,9524.182655,21.85,0.234821518,0.006711879
3,H,90,80,7/29/14 13:30,15232.33842,20.27085373,0.205730309,0.007382017
1,C,15,7,9/3/14 16:30,3792.438114,21.28,0.146514787,0.118463084
1,C,30,22.5,9/3/14 16:30,4975.831898,16.085,0.173836512,0.043870906
1,C,50,40,9/3/14 16:30,6776.651582,15.46,0.223661393,0.023285351
1,C,70,60,9/3/14 16:30,7669.632616,17.44,0.249159881,0.007422464
1,C,90,80,9/3/14 16:30,8988.128053,9.668355247,0.207092691,0.003012605
1,H,15,7,9/3/14 15:30,3716.657397,22.76,0.127156085,0.221644472
1,H,30,22.5,9/3/14 15:30,4063.572098,20.5525,0.146856669,0.065669944
1,H,50,40,9/3/14 15:30,7240.152055,18.49737022,0.191901817,0.042574115
1,H,70,60,9/3/14 15:30,10888.89192,19.01,0.228360768,0.017514885
1,H,90,80,9/3/14 15:30,12773.16361,18.00391699,0.223455602,0.00335722
2,C,15,7,9/3/14 18:00,2714.153802,19.75,0.149203557,0.164350885
2,C,30,22.5,9/3/14 18:00,4251.286375,17.425,0.178965718,0.057429449
2,C,50,40,9/3/14 18:00,5221.920326,16.44,0.201041282,0.027732061
2,C,70,60,9/3/14 18:00,8649.443795,5.908,0.215441291,0.011950103
2,C,90,80,9/3/14 18:00,12035.86189,36.44559663,0.235744395,0.002767338
2,H,15,7,9/3/14 17:30,2904.493119,22.5475,0.141030061,0.133367252
2,H,30,22.5,9/3/14 17:30,4129.075009,21.14,0.181059529,0.053260145
2,H,50,40,9/3/14 17:30,6566.734336,20.21621633,0.204579708,0.023078427
2,H,70,60,9/3/14 17:30,8407.59871,19.91,0.194835817,0.005022089
2,H,90,80,9/3/14 17:30,9490.116539,19.0107631,0.152758412,0.007074554
3,C,15,7,9/4/14 8:30,2989.670136,18.32,0.163189859,0.121855543
3,C,30,22.5,9/4/14 8:30,5121.143703,18.79,0.188217436,0.044283017
3,C,50,40,9/4/14 8:30,6050.707856,18.34,0.212667448,0.022800863
3,C,70,60,9/4/14 8:30,7835.090797,17.86,0.220583376,0.007390807
3,C,90,80,9/4/14 8:30,10231.17189,17.45891514,0.205049188,0.003309243
3,H,15,7,9/4/14 9:30,2786.443595,22.175,0.154292429,0.153251442
3,H,30,22.5,9/4/14 9:30,5091.001182,22.7975,0.20299945,0.064058439
3,H,50,40,9/4/14 9:30,6606.236343,23.13867803,0.230260729,0.027015829
3,H,70,60,9/4/14 9:30,9146.252416,21.78,0.224633727,0.005991274
3,H,90,80,9/4/14 9:30,11547.59028,20.04941411,0.197219749,0.006961477
1,C,15,7,11/18/14 10:00,4625.084398,19.18,0.255274561,NA
1,C,30,22.5,11/18/14 10:00,6868.253098,10.245,0.242634081,0.025926246
1,C,50,40,11/18/14 10:00,8107.472837,11,0.22936969,0.011304214
1,C,70,60,11/18/14 10:00,9153.093963,9.21,0.218321856,0.004627211
1,C,90,80,11/18/14 10:00,9820.860344,16.57820704,0.207433316,0.001405373
1,H,15,7,11/18/14 10:30,5434.654347,12.7225,0.170286117,NA
1,H,30,22.5,11/18/14 10:30,6444.317186,14.675,0.147141641,0.025604382
1,H,50,40,11/18/14 10:30,8180.517414,17.27369217,0.214322967,0.027384399
1,H,70,60,11/18/14 10:30,8087.058755,15.7,0.281271978,0.011095881
1,H,90,80,11/18/14 10:30,10617.27483,14.79331353,0.225502772,0.00312903
2,C,15,7,11/18/14 10:00,3583.640137,8.17,0.247460143,NA
2,C,30,22.5,11/18/14 10:00,5393.847803,9.915,0.244522877,0.032757464
2,C,50,40,11/18/14 10:00,6785.364347,11.035,0.255672331,0.020179768
2,C,70,60,11/18/14 10:00,9866.215886,11.36,0.260673741,0.006889454
2,C,90,80,11/18/14 10:00,12331.49932,12.5588462,0.234036799,0.006246865
2,H,15,7,11/18/14 10:00,3634.733339,12.0325,0.231227307,NA
2,H,30,22.5,11/18/14 10:00,5747.965116,14.075,0.246904561,0.035072343
2,H,50,40,11/18/14 10:00,7813.652545,15.71628047,0.22193374,0.011260201
2,H,70,60,11/18/14 10:00,9363.728015,15.51,0.177949855,0.000685061
2,H,90,80,11/18/14 10:00,10484.57718,15.18765591,0.151404721,0.002422372
3,C,15,7,11/18/14 9:30,5507.048548,7.818,0.273510273,0.099440771
3,C,30,22.5,11/18/14 9:30,9402.257118,9.24,0.252226242,0.029669215
3,C,50,40,11/18/14 9:30,11584.95972,10.27,0.232503498,0.015633495
3,C,70,60,11/18/14 9:30,13418.87836,11,0.218266695,0.006290802
3,C,90,80,11/18/14 9:30,14041.7732,11.57647994,0.204708646,0.001589578
3,H,15,7,11/18/14 9:30,4883.013631,12.495,0.251024515,0.135906189
3,H,30,22.5,11/18/14 9:30,8016.315385,13.8475,0.263726945,0.051788593
3,H,50,40,11/18/14 9:30,12261.5,15.17952393,0.2488266,0.018920858
3,H,70,60,11/18/14 9:30,13770.212,14.79,0.218976359,0.00311665
3,H,90,80,11/18/14 9:30,16230.616,15.32997669,0.197560026,0.003785706
1,C,15,7,1/9/15 10:30,6123.249946,7.548,0.287413563,NA
1,C,30,22.5,1/9/15 10:30,7655.02789,7.4445,0.291133775,0.035901722
1,C,50,40,1/9/15 10:30,9693.195721,7.314,0.310969635,0.019600968
1,C,70,60,1/9/15 10:30,11034.56953,7.608,0.316618958,0.005432543
1,C,90,80,1/9/15 10:30,15134.0237,7.230966292,0.274059348,0.005961899
1,H,15,7,1/9/15 10:30,4868.863513,11.635,0.173211155,NA
1,H,30,22.5,1/9/15 10:30,7215.68053,11.765,0.159005639,0.036625411
1,H,50,40,1/9/15 10:30,8917.396588,12.90109833,0.273622021,0.041642944
1,H,70,60,1/9/15 10:30,10647.4989,11.21,0.373348764,0.012119765
1,H,90,80,1/9/15 10:30,12087.3828,9.673189881,0.275429917,0.006271785
2,C,15,7,1/9/15 10:00,3523.27844,7.5345,0.279252188,NA
2,C,30,22.5,1/9/15 10:00,5981.484451,7.581,0.287767042,0.05371771
2,C,50,40,1/9/15 10:00,7022.204034,7.563,0.35685726,0.042382543
2,C,70,60,1/9/15 10:00,13182.3711,7.76,0.395814053,0.010013128
2,C,90,80,1/9/15 10:00,18522.00181,7.732822635,0.299780703,0.019520016
2,H,15,7,1/9/15 10:00,4326.759436,10.94,0.253587018,NA
2,H,30,22.5,1/9/15 10:00,7813.106725,11.64,0.280061961,0.054197511
2,H,50,40,1/9/15 10:00,13250.07978,11.89723525,0.299723945,0.022002664
2,H,70,60,1/9/15 10:00,15243.02517,11.8,0.28478016,0.004308415
2,H,90,80,1/9/15 10:00,14218.82239,11.32597679,0.216975508,0.005238283
3,C,15,7,1/9/15 10:30,6988.66038,6.243,0.295725501,0.137696265
3,C,30,22.5,1/9/15 10:30,12387.29995,6.2605,0.293400118,0.055767887
3,C,50,40,1/9/15 10:30,14760.49047,6.272,0.323890621,0.03469386
3,C,70,60,1/9/15 10:30,19973.32997,6.47,0.33903884,0.009592489
3,C,90,80,1/9/15 10:30,22989.97613,6.748423053,0.280228032,0.011312487
3,H,15,7,1/9/15 10:30,5516.37305,9.7875,0.299210785,0.15233941
3,H,30,22.5,1/9/15 10:30,10787.06001,9.9475,0.325779792,0.073633043
3,H,50,40,1/9/15 10:30,14503.45863,10.68768763,0.336043048,0.027738727
3,H,70,60,1/9/15 10:30,18452.50416,10.43,0.318719962,0.004000498
3,H,90,80,1/9/15 10:30,23809.88447,11.49143023,0.275087261,0.012632711
1,C,15,7,2/11/15 11:00,6020.087927,7.668,0.314041273,NA
1,C,30,22.5,2/11/15 11:00,8506.152431,8.175,0.318906217,0.029241716
1,C,50,40,2/11/15 11:00,10939.19141,8.41,0.333447312,0.013217841
1,C,70,60,2/11/15 11:00,12048.90218,7.78,0.33233659,0.003184955
1,C,90,80,2/11/15 11:00,13258.42803,10.34670923,0.288457363,0.001722931
1,H,15,7,2/11/15 11:00,6627.706506,10.1075,0.176930561,0.122115359
1,H,30,22.5,2/11/15 11:00,8565.162089,10.5675,0.159005639,0.037652891
1,H,50,40,2/11/15 11:00,10500.05868,12.01174131,0.299143463,0.043053658
1,H,70,60,2/11/15 11:00,12515.25913,11.47,0.417059977,0.0089533
1,H,90,80,2/11/15 11:00,13065.47353,11.14618164,0.283999189,0.00448814
2,C,15,7,2/11/15 10:30,3236.718033,7.4385,0.296989651,NA
2,C,30,22.5,2/11/15 10:30,6015.547642,8.205,0.303230569,0.045461617
2,C,50,40,2/11/15 10:30,6969.972298,8.66,0.381171067,0.036728614
2,C,70,60,2/11/15 10:30,12565.54607,8.93,0.424679469,0.006595634
2,C,90,80,2/11/15 10:30,16995.03015,8.798830962,0.309395432,0.016320744
2,H,15,7,2/11/15 10:30,5129.79929,11.23,0.288243729,NA
2,H,30,22.5,2/11/15 10:30,7775.291684,12.1925,0.310969635,0.038655299
2,H,50,40,2/11/15 10:30,13602.89461,13.16451822,0.332156974,0.014675636
2,H,70,60,2/11/15 10:30,13291.61685,12.78,0.31730897,0.002739514
2,H,90,80,2/11/15 10:30,12654.89226,12.11872895,0.238477086,0.000956573
3,C,15,7,2/11/15 10:00,4727.332214,6.9655,0.31344339,NA
3,C,30,22.5,2/11/15 10:00,10540.51925,7.5925,0.313998519,0.037634089
3,C,50,40,2/11/15 10:00,11733.15745,7.9345,0.35000585,0.021962954
3,C,70,60,2/11/15 10:00,13625.48271,8.14,0.364783305,0.005030228
3,C,90,80,2/11/15 10:00,16847.77874,8.2508251,0.291201573,0.007152666
3,H,15,7,2/11/15 10:00,4639.257088,9.655,0.32413876,0.102146278
3,H,30,22.5,2/11/15 10:00,12464.03557,10.2075,0.353414952,0.060054005
3,H,50,40,2/11/15 10:00,16460.75958,10.98942667,0.362434827,0.01927037
3,H,70,60,2/11/15 10:00,19618.65167,10.78,0.340736555,0.002459363
3,H,90,80,2/11/15 10:00,20580.2873,11.22282333,0.292230792,0.005592048
1,C,15,7,3/10/15 9:00,5888.066914,8.62,0.263408047,NA
1,C,30,22.5,3/10/15 9:00,7883.450519,8.695,0.268889434,0.033828597
1,C,50,40,3/10/15 9:00,9736.112627,8.41,0.29798587,0.018374027
1,C,70,60,3/10/15 9:00,11341.5904,8.76,0.31155568,0.005229323
1,C,90,80,3/10/15 9:00,12638.06365,7.70853476,0.265496568,0.002617739
1,H,15,7,3/10/15 9:00,5924.094323,12.2425,0.155775088,NA
1,H,30,22.5,3/10/15 9:00,7783.427626,12.7075,0.155952842,0.054897701
1,H,50,40,3/10/15 9:00,9768.710483,13.10018317,0.258663572,0.059494586
1,H,70,60,3/10/15 9:00,11323.38116,12.18,0.345232521,0.020833061
1,H,90,80,3/10/15 9:00,16690.57284,11.76988372,0.270291023,0.012427626
2,C,15,7,3/10/15 9:00,4271.788759,9.09,0.270539698,0.131335711
2,C,30,22.5,3/10/15 9:00,6672.508833,9.07,0.279519559,0.054101145
2,C,50,40,3/10/15 9:00,8804.940156,8.77,0.33931615,0.039518798
2,C,70,60,3/10/15 9:00,13280.41205,8.84,0.37327934,0.010383512
2,C,90,80,3/10/15 9:00,18336.34356,8.487961155,0.293603202,0.016170256
2,H,15,7,3/10/15 9:30,4082.695363,12.6,0.234108815,NA
2,H,30,22.5,3/10/15 9:30,8403.981513,13.085,0.262706403,0.057319222
2,H,50,40,3/10/15 9:30,11866.75225,13.41260701,0.282789801,0.024745965
2,H,70,60,3/10/15 9:30,14046.44442,12.85,0.268717932,0.004495632
2,H,90,80,3/10/15 9:30,16020.79875,12.27784305,0.205730309,0.011147121
3,C,15,7,3/10/15 9:30,7498.829552,8.14,0.290182625,NA
3,C,30,22.5,3/10/15 9:30,12280.16002,8.225,0.287767042,0.05223899
3,C,50,40,3/10/15 9:30,15168.63356,7.974,0.317056905,0.032669123
3,C,70,60,3/10/15 9:30,16379.07933,7.96,0.332094862,0.009331552
3,C,90,80,3/10/15 9:30,22735.94893,7.973265713,0.27680063,0.010213292
3,H,15,7,3/10/15 9:30,5401.36128,11.935,0.26043898,0.192207351
3,H,30,22.5,3/10/15 9:30,9519.644435,12.4675,0.295684104,0.094947603
3,H,50,40,3/10/15 9:30,14313.82415,12.50483391,0.318288584,0.039175493
3,H,70,60,3/10/15 9:30,18623.45563,12.09,0.31009036,0.007141232
3,H,90,80,3/10/15 9:30,24820.41242,11.60093444,0.267893571,0.015625369
1,C,15,7,4/14/15 9:30,4878.083303,7.356,0.272398251,0.065342805
1,C,30,22.5,4/14/15 9:30,7969.924913,8.41,0.26629568,0.026302832
1,C,50,40,4/14/15 9:30,9318.082523,8.385,0.270982615,0.013731427
1,C,70,60,4/14/15 9:30,10042.36744,8.12,0.27234846,0.004700331
1,C,90,80,4/14/15 9:30,11409.00593,9.707880318,0.250782218,0.000110278
1,H,15,7,4/14/15 9:30,4075.700364,11.1,0.171335263,0.15520114
1,H,30,22.5,4/14/15 9:30,5699.757474,12.44,0.161178085,0.040501181
1,H,50,40,4/14/15 9:30,8236.78828,13.58313342,0.250763602,0.05020048
1,H,70,60,4/14/15 9:30,9424.892283,12.5,0.330745905,0.019675974
1,H,90,80,4/14/15 9:30,14248.91373,12.08081736,0.262073065,0.012265178
2,C,15,7,4/14/15 9:30,3641.81196,8.0275,0.267241066,0.112222406
2,C,30,22.5,4/14/15 9:30,6084.713626,8.965,0.263726945,0.038467817
2,C,50,40,4/14/15 9:30,6954.466,8.94,0.294539898,0.028713144
2,C,70,60,4/14/15 9:30,10844.86365,9.15,0.317357493,0.01019887
2,C,90,80,4/14/15 9:30,15325.87519,8.930445872,0.279199719,0.009452307
2,H,15,7,4/14/15 9:30,5085.371657,11.6325,0.226861874,0.119314904
2,H,30,22.5,4/14/15 9:30,7476.305675,13.01,0.246904561,0.050045479
2,H,50,40,4/14/15 9:30,10418.38989,13.897111,0.255672331,0.021884094
2,H,70,60,4/14/15 9:30,12251.3259,13.08,0.238646928,0.004636581
2,H,90,80,4/14/15 9:30,14244.48966,12.75209664,0.190076809,0.007340944
3,C,15,7,4/14/15 10:00,6148.635218,8.565,0.287600511,NA
3,C,30,22.5,4/14/15 10:00,11696.53304,9.23,0.277898647,0.042495583
3,C,50,40,4/14/15 10:00,14255.00113,9.015,0.296257874,0.025949813
3,C,70,60,4/14/15 10:00,16452.95696,8.96,0.308161807,0.008220888
3,C,90,80,4/14/15 10:00,18512.43522,8.975292299,0.267551114,0.004001744
3,H,15,7,4/14/15 10:00,4735.563089,11.495,0.234576335,NA
3,H,30,22.5,4/14/15 10:00,10344.04149,12.725,0.265779939,0.087767519
3,H,50,40,4/14/15 10:00,14496.96223,13.38340577,0.295111446,0.040440002
3,H,70,60,4/14/15 10:00,17643.64144,12.94,0.296780861,0.00971242
3,H,90,80,4/14/15 10:00,22141.25471,11.37236648,0.255913129,0.011460158
1,C,15,7,5/12/15 9:00,4572.017927,9.95,0.259856262,NA
1,C,30,22.5,5/12/15 9:00,8265.241668,10.54,0.262706403,0.043541554
1,C,50,40,5/12/15 9:00,9513.723912,10.335,0.284991191,0.025681819
1,C,70,60,5/12/15 9:00,12713.09725,10.22,0.293150863,0.007706793
1,C,90,80,5/12/15 9:00,15563.60983,10.08818816,0.248730467,0.008068359
1,H,15,7,5/12/15 9:00,5134.872203,13.87,0.165089346,NA
1,H,30,22.5,5/12/15 9:00,8603.380854,14.6975,0.164333166,0.063241258
1,H,50,40,5/12/15 9:00,10861.61508,15.9367488,0.255177165,0.06695716
1,H,70,60,5/12/15 9:00,12926.9205,14.2,0.331621985,0.024887697
1,H,90,80,5/12/15 9:00,19033.23842,13.63331406,0.263442355,0.015428029
2,C,15,7,5/12/15 9:30,1857.607,10.08,0.252984193,NA
2,C,30,22.5,5/12/15 9:30,1409.401,10.845,0.25966841,0.005404871
2,C,50,40,5/12/15 9:30,1830.36,10.745,0.309766277,0.003375362
2,C,70,60,5/12/15 9:30,2380.973,10.7,0.340200478,0.000923013
2,C,90,80,5/12/15 9:30,2427.58,10.23906033,0.278171485,0.000637778
2,H,15,7,5/12/15 9:30,1900.435,13.705,0.219012868,NA
2,H,30,22.5,5/12/15 9:30,1764.343,14.94,0.249309443,0.00646935
2,H,50,40,5/12/15 9:30,2095.163,15.12754834,0.271508452,0.002480125
2,H,70,60,5/12/15 9:30,2691.095,14.43,0.256821808,0.000682154
2,H,90,80,5/12/15 9:30,2228.228,13.8818242,0.187697068,0.000687216
3,C,15,7,5/12/15 9:30,3992.149,11.245,0.281498649,0.00847495
3,C,30,22.5,5/12/15 9:30,3401.794,11.87,0.278437904,0.003722866
3,C,50,40,5/12/15 9:30,3492.899,11.64,0.306778218,0.000324634
3,C,70,60,5/12/15 9:30,4042.331,11.32,0.322141227,0.000223366
3,C,90,80,5/12/15 9:30,2664.839,11.30310279,0.269948503,0.003194336
3,H,15,7,5/12/15 10:00,2159.44,14.7625,0.242505385,0.023300973
3,H,30,22.5,5/12/15 10:00,2615.874,15.685,0.280061961,0.009234267
3,H,50,40,5/12/15 10:00,3606.754,16.15788407,0.304999235,0.002985359
3,H,70,60,5/12/15 10:00,3380.433,15.42,0.29766684,0.000770103
3,H,90,80,5/12/15 10:00,3131.197,14.53493178,0.254202584,0.001150145
1,C,15,7,6/11/15 14:30,5426.278507,15.94,0.203618422,0.127672276
1,C,30,22.5,6/11/15 14:30,7795.759623,13.7,0.208584382,0.044265704
1,C,50,40,6/11/15 14:30,9830.657285,12.84,0.259165504,0.028590177
1,C,70,60,6/11/15 14:30,11423.49768,14.68,0.293107678,0.009094969
1,C,90,80,6/11/15 14:30,12640.47214,6.576402847,0.23745225,0.003950873
1,H,15,7,6/11/15 14:00,6784.694712,20.05,0.152072675,0.174748636
1,H,30,22.5,6/11/15 14:00,8600.240606,18.4475,0.160554375,0.057215762
1,H,50,40,6/11/15 14:00,10970.34728,17.62420138,0.22671721,0.040907127
1,H,70,60,6/11/15 14:00,11896.32011,16.03,0.282799338,0.015020739
1,H,90,80,6/11/15 14:00,14718.95792,15.30858851,0.249414345,0.003054906
