"Date","SFA_Location","NDVI"
2017-06-10,"WG-UMB1L",0.465796822727219
2017-06-10,"WG-UMB1R",0.647512022983122
2017-06-10,"WG-UMB2L",0.681086909109565
2017-06-10,"WG-UMB2R",0.767877589036868
2017-06-11,"ER-LMB1L",0.633037519699579
2017-06-11,"ER-LMB1R",0.598282680787297
2017-06-11,"ER-LMB2L",0.857127079195041
2017-06-11,"ER-LMB2R",0.614337469138934
2017-06-11,"WG-LSB1L",0.519084156871778
2017-06-11,"WG-LSB1R",0.481141175621392
2017-06-11,"WG-LSB2L",0.611909356067623
2017-06-11,"WG-LSB2R",0.505892410864781
2017-06-12,"ER-LMB1L",0.64615424961603
2017-06-12,"ER-LMB1R",0.595476978957876
2017-06-12,"ER-LMB2L",0.959968878557124
2017-06-12,"ER-LMB2R",0.631077570963378
2017-06-12,"WG-LSB1L",0.567595326585242
2017-06-12,"WG-LSB1R",0.516360782062402
2017-06-12,"WG-LSB2L",0.612190835847542
2017-06-12,"WG-LSB2R",0.497627600162563
2017-06-12,"WG-UMB1L",0.500583038202512
2017-06-12,"WG-UMB1R",0.674661631616954
2017-06-12,"WG-UMB2L",0.703345710949888
2017-06-12,"WG-UMB2R",0.792096427450122
2017-06-13,"ER-LMB1L",0.63639892435251
2017-06-13,"ER-LMB1R",0.608686620597297
2017-06-13,"ER-LMB2L",0.92986459429104
2017-06-13,"ER-LMB2R",0.636159761944516
2017-06-13,"WG-LSB1L",0.554019612078275
2017-06-13,"WG-LSB1R",0.513547637179847
2017-06-13,"WG-LSB2L",0.599591079773322
2017-06-13,"WG-LSB2R",0.505917926711448
2017-06-14,"ER-LMB1L",0.62566320237174
2017-06-14,"ER-LMB1R",0.581589089732673
2017-06-14,"ER-LMB2L",0.940785810871209
2017-06-14,"ER-LMB2R",0.612841310418344
2017-06-14,"WG-LSB1L",0.557778771615683
2017-06-14,"WG-LSB1R",0.514516731923823
2017-06-14,"WG-LSB2L",0.602255472105784
2017-06-14,"WG-LSB2R",0.504291132635713
2017-06-15,"ER-LMB1L",0.619369811975098
2017-06-15,"ER-LMB1R",0.582928324303651
2017-06-15,"ER-LMB2L",0.947088945966059
2017-06-15,"ER-LMB2R",0.61996847760391
2017-06-15,"WG-LSB1L",0.588083250344096
2017-06-15,"WG-LSB1R",0.525950593819046
2017-06-15,"WG-LSB2L",0.620522864600345
2017-06-15,"WG-LSB2R",0.521612776647522
2017-06-16,"ER-LMB1L",0.625645714286488
2017-06-16,"ER-LMB1R",0.582859260861925
2017-06-16,"ER-LMB2L",0.806245721946711
2017-06-16,"ER-LMB2R",0.624344358868036
2017-06-16,"WG-LSB1L",0.627005677087789
2017-06-16,"WG-LSB1R",0.545197550738223
2017-06-16,"WG-LSB2L",0.6456386655084
2017-06-16,"WG-LSB2R",0.523063717999823
2017-06-17,"ER-LMB1L",0.606804397936054
2017-06-17,"ER-LMB1R",0.596001923682231
2017-06-17,"ER-LMB2L",0.807379179254159
2017-06-17,"ER-LMB2R",0.632105398610009
2017-06-17,"WG-LSB1L",0.641935479977648
2017-06-17,"WG-LSB1R",0.574669708651549
2017-06-17,"WG-LSB2L",0.660200178185793
2017-06-17,"WG-LSB2R",0.540883363024553
2017-06-18,"ER-LMB1L",0.628869317022042
2017-06-18,"ER-LMB1R",0.605608943879774
2017-06-18,"ER-LMB2L",0.807300667027626
2017-06-18,"ER-LMB2R",0.642760520154979
2017-06-18,"WG-LSB1L",0.654323546865479
2017-06-18,"WG-LSB1R",0.600236407107248
2017-06-18,"WG-LSB2L",0.665790101411111
2017-06-18,"WG-LSB2R",0.54348984686577
2017-06-19,"ER-LMB1L",0.638519751803983
2017-06-19,"ER-LMB1R",0.604062924310155
2017-06-19,"ER-LMB2L",0.82865886444083
2017-06-19,"ER-LMB2R",0.645108011379867
2017-06-19,"WG-LSB1L",0.713276614773035
2017-06-19,"WG-LSB1R",0.620681448070621
2017-06-19,"WG-LSB2L",0.705161949720059
2017-06-19,"WG-LSB2R",0.560843053091457
2017-06-20,"ER-LMB1L",0.641500337576974
2017-06-20,"ER-LMB1R",0.607399528110718
2017-06-20,"ER-LMB2L",0.828408655408215
2017-06-20,"ER-LMB2R",0.644619553069039
2017-06-20,"WG-LSB1L",0.745443384103587
2017-06-20,"WG-LSB1R",0.664270674218698
2017-06-20,"WG-LSB2L",0.737093725424972
2017-06-20,"WG-LSB2R",0.580331414149184
2017-06-20,"WG-UMB1L",0.585848032890031
2017-06-20,"WG-UMB1R",0.726246706084717
2017-06-20,"WG-UMB2L",0.754587114552341
2017-06-20,"WG-UMB2R",0.814663084901405
2017-06-21,"ER-LMB1L",0.634576401782885
2017-06-21,"ER-LMB1R",0.622814215041317
2017-06-21,"ER-LMB2L",0.854102533243524
2017-06-21,"ER-LMB2R",0.653057624358819
2017-06-21,"WG-LSB1L",0.796923568252303
2017-06-21,"WG-LSB1R",0.72377724711112
2017-06-21,"WG-LSB2L",0.777639473912865
2017-06-21,"WG-LSB2R",0.617169760686834
2017-06-21,"WG-UMB1L",0.61127056304448
2017-06-21,"WG-UMB1R",0.761479438882853
2017-06-21,"WG-UMB2L",0.769796280339388
2017-06-21,"WG-UMB2R",0.821339406305429
2017-06-22,"ER-LMB1L",0.66642235234497
2017-06-22,"ER-LMB1R",0.635841136033472
2017-06-22,"ER-LMB2L",0.929965968094885
2017-06-22,"ER-LMB2R",0.671715283841265
2017-06-22,"WG-LSB1L",0.775745938205171
2017-06-22,"WG-LSB1R",0.683565181540357
2017-06-22,"WG-LSB2L",0.754803826994943
2017-06-22,"WG-LSB2R",0.584596331631521
2017-06-22,"WG-UMB1L",0.602604906990446
2017-06-22,"WG-UMB1R",0.759849784578136
2017-06-22,"WG-UMB2L",0.764147239475826
2017-06-22,"WG-UMB2R",0.815212451412913
2017-06-23,"ER-LMB1L",0.639848207114772
2017-06-23,"ER-LMB1R",0.628566436416834
2017-06-23,"ER-LMB2L",0.925513957306208
2017-06-23,"ER-LMB2R",0.669295013330746
2017-06-23,"WG-LSB1L",0.798171698655441
2017-06-23,"WG-LSB1R",0.695985296515241
2017-06-23,"WG-LSB2L",0.776178481790663
2017-06-23,"WG-LSB2R",0.607504911669344
2017-06-23,"WG-UMB1L",0.588644918568572
2017-06-23,"WG-UMB1R",0.734117677811932
2017-06-23,"WG-UMB2L",0.755596956799327
2017-06-23,"WG-UMB2R",0.814415263044185
2017-06-24,"ER-LMB1L",0.659729911279638
2017-06-24,"ER-LMB1R",0.628217488008106
2017-06-24,"ER-LMB2L",0.85235766325739
2017-06-24,"ER-LMB2R",0.670944403613881
2017-06-24,"WG-LSB1L",0.811507084356897
2017-06-24,"WG-LSB1R",0.715128172913533
2017-06-24,"WG-LSB2L",0.786308852906213
2017-06-24,"WG-LSB2R",0.618475979791772
2017-06-24,"WG-UMB1L",0.59616266766919
2017-06-24,"WG-UMB1R",0.743019655292878
2017-06-24,"WG-UMB2L",0.767153333397423
2017-06-24,"WG-UMB2R",0.813276458872292
2017-06-25,"ER-LMB1L",0.637247295459219
2017-06-25,"ER-LMB1R",0.629301669730341
2017-06-25,"ER-LMB2L",0.858150463861776
2017-06-25,"ER-LMB2R",0.671929091867989
2017-06-25,"WG-LSB1L",0.815649497316482
2017-06-25,"WG-LSB1R",0.715152693001539
2017-06-25,"WG-LSB2L",0.785881476779765
2017-06-25,"WG-LSB2R",0.614452667281417
2017-06-25,"WG-UMB1L",0.594769237145531
2017-06-25,"WG-UMB1R",0.73802236979497
2017-06-25,"WG-UMB2L",0.756409868692614
2017-06-25,"WG-UMB2R",0.809950799932913
2017-06-26,"ER-LMB1L",0.645262361510299
2017-06-26,"ER-LMB1R",0.630619767476909
2017-06-26,"ER-LMB2L",0.86595577934391
2017-06-26,"ER-LMB2R",0.673126027127854
2017-06-26,"WG-LSB1L",0.817007042199412
2017-06-26,"WG-LSB1R",0.718831077516596
2017-06-26,"WG-LSB2L",0.785247189937906
2017-06-26,"WG-LSB2R",0.607183489032525
2017-06-26,"WG-UMB1L",0.597303768198078
2017-06-26,"WG-UMB1R",0.742173329471649
2017-06-26,"WG-UMB2L",0.755866727003322
2017-06-26,"WG-UMB2R",0.821575473683664
2017-06-27,"ER-LMB1L",0.639857559825715
2017-06-27,"ER-LMB1R",0.642827876461639
2017-06-27,"ER-LMB2L",0.858568134358898
2017-06-27,"ER-LMB2R",0.681002117870409
2017-06-27,"WG-LSB1L",0.841768648367018
2017-06-27,"WG-LSB1R",0.746938458915613
2017-06-27,"WG-LSB2L",0.817269452377101
2017-06-27,"WG-LSB2R",0.636767148764221
2017-06-27,"WG-UMB1L",0.622609808711777
2017-06-27,"WG-UMB1R",0.766508253908609
2017-06-27,"WG-UMB2L",0.777392205700651
2017-06-27,"WG-UMB2R",0.825378971599618
2017-06-28,"ER-LMB1L",0.646310733377591
2017-06-28,"ER-LMB1R",0.627604677135167
2017-06-28,"ER-LMB2L",0.861571760675149
2017-06-28,"ER-LMB2R",0.669165376252836
2017-06-28,"WG-LSB1L",0.827000444135626
2017-06-28,"WG-LSB1R",0.729754078984235
2017-06-28,"WG-LSB2L",0.81221426375798
2017-06-28,"WG-LSB2R",0.606053476717863
2017-06-28,"WG-UMB1L",0.6012144289532
2017-06-28,"WG-UMB1R",0.749416563903195
2017-06-28,"WG-UMB2L",0.75710805473128
2017-06-28,"WG-UMB2R",0.809603538081507
2017-06-29,"ER-LMB1L",0.620077809680589
2017-06-29,"ER-LMB1R",0.623977711234582
2017-06-29,"ER-LMB2L",0.872140729718138
2017-06-29,"ER-LMB2R",0.674016249575315
2017-06-29,"WG-LSB1L",0.837332383764692
2017-06-29,"WG-LSB1R",0.76220607625203
2017-06-29,"WG-LSB2L",0.817871949293903
2017-06-29,"WG-LSB2R",0.623761598239403
2017-06-29,"WG-UMB1L",0.598102474828839
2017-06-29,"WG-UMB1R",0.743918312768463
2017-06-29,"WG-UMB2L",0.754713933718691
2017-06-29,"WG-UMB2R",0.805047316600841
2017-06-30,"ER-LMB1L",0.619024828353081
2017-06-30,"ER-LMB1R",0.619948648967876
2017-06-30,"ER-LMB2L",0.869901811843156
2017-06-30,"ER-LMB2R",0.66942917046859
2017-06-30,"WG-LSB1L",0.832989789569532
2017-06-30,"WG-LSB1R",0.738904904966786
2017-06-30,"WG-LSB2L",0.811235442898599
2017-06-30,"WG-LSB2R",0.608833318504529
2017-06-30,"WG-UMB1L",0.602830982752813
2017-06-30,"WG-UMB1R",0.745997298736234
2017-06-30,"WG-UMB2L",0.752037107379599
2017-06-30,"WG-UMB2R",0.816559118005607
2017-07-01,"ER-LMB1L",0.617492655215858
2017-07-01,"ER-LMB1R",0.624734952097978
2017-07-01,"ER-LMB2L",0.865633764945739
2017-07-01,"ER-LMB2R",0.676303766705715
2017-07-01,"WG-LSB1L",0.839108320728754
2017-07-01,"WG-LSB1R",0.743633775111434
2017-07-01,"WG-LSB2L",0.820074072619506
2017-07-01,"WG-LSB2R",0.611737058420243
2017-07-01,"WG-UMB1L",0.598361880542353
2017-07-01,"WG-UMB1R",0.736973158515843
2017-07-01,"WG-UMB2L",0.743980387605186
2017-07-01,"WG-UMB2R",0.802983134899964
2017-07-02,"ER-LMB1L",0.618792288828625
2017-07-02,"ER-LMB1R",0.625693054880006
2017-07-02,"ER-LMB2L",0.864957087124154
2017-07-02,"ER-LMB2R",0.685978289366518
2017-07-02,"WG-LSB1L",0.826751266630796
2017-07-02,"WG-LSB1R",0.743152229906242
2017-07-02,"WG-LSB2L",0.798985010126979
2017-07-02,"WG-LSB2R",0.596447099828098
2017-07-02,"WG-UMB1L",0.592980888818006
2017-07-02,"WG-UMB1R",0.74928580656243
2017-07-02,"WG-UMB2L",0.748968322284968
2017-07-02,"WG-UMB2R",0.809565667124559
2017-07-03,"ER-LMB1L",0.620420251420664
2017-07-03,"ER-LMB1R",0.611181780773915
2017-07-03,"ER-LMB2L",0.862928206047821
2017-07-03,"ER-LMB2R",0.673780109222447
2017-07-03,"WG-LSB1L",0.846720826146274
2017-07-03,"WG-LSB1R",0.774148593518891
2017-07-03,"WG-LSB2L",0.827688835578339
2017-07-03,"WG-LSB2R",0.63532312125443
2017-07-03,"WG-UMB1L",0.633586993497415
2017-07-03,"WG-UMB1R",0.77393139635832
2017-07-03,"WG-UMB2L",0.765851584925974
2017-07-03,"WG-UMB2R",0.826368067904103
2017-07-03,"WG-USC1L",0.335076956555047
2017-07-03,"WG-USC1R",0.518677953742407
2017-07-03,"WG-USC2L",0.411185239875172
2017-07-03,"WG-USC2R",0.470363669779781
2017-07-04,"ER-LMB1L",0.605607109381517
2017-07-04,"ER-LMB1R",0.60606470537078
2017-07-04,"ER-LMB2L",0.859960883459517
2017-07-04,"ER-LMB2R",0.662312487379514
2017-07-04,"WG-LSB1L",0.861364857291009
2017-07-04,"WG-LSB1R",0.787890039297277
2017-07-04,"WG-LSB2L",0.829754504718778
2017-07-04,"WG-LSB2R",0.656141117775144
2017-07-04,"WG-UMB1L",0.632757169929305
2017-07-04,"WG-UMB1R",0.774046294247532
2017-07-04,"WG-UMB2L",0.765386539862765
2017-07-04,"WG-UMB2R",0.81945115927715
2017-07-04,"WG-USC1L",0.362830045646516
2017-07-04,"WG-USC1R",0.529622699942352
2017-07-04,"WG-USC2L",0.437964972092716
2017-07-04,"WG-USC2R",0.48360558763701
2017-07-05,"ER-LMB1L",0.616178779944664
2017-07-05,"ER-LMB1R",0.602227578852975
2017-07-05,"ER-LMB2L",0.856477246746337
2017-07-05,"ER-LMB2R",0.666614207882541
2017-07-05,"WG-LSB1L",0.85760698128811
2017-07-05,"WG-LSB1R",0.771748847608632
2017-07-05,"WG-LSB2L",0.822010493211617
2017-07-05,"WG-LSB2R",0.658437680214681
2017-07-05,"WG-UMB1L",0.63127701577287
2017-07-05,"WG-UMB1R",0.773263380754646
2017-07-05,"WG-UMB2L",0.766242682720184
2017-07-05,"WG-UMB2R",0.805915124365873
2017-07-05,"WG-USC1L",0.383442520218626
2017-07-05,"WG-USC1R",0.548460929041544
2017-07-05,"WG-USC2L",0.441325913323497
2017-07-05,"WG-USC2R",0.49515007296305
2017-07-06,"ER-LMB1L",0.590521958319819
2017-07-06,"ER-LMB1R",0.594006560416586
2017-07-06,"ER-LMB2L",0.860224047539007
2017-07-06,"ER-LMB2R",0.665217044932564
2017-07-06,"WG-LSB1L",0.851320842102444
2017-07-06,"WG-LSB1R",0.790255014657378
2017-07-06,"WG-LSB2L",0.814880688581655
2017-07-06,"WG-LSB2R",0.669456925758568
2017-07-06,"WG-UMB1L",0.630342729614459
2017-07-06,"WG-UMB1R",0.762509281101504
2017-07-06,"WG-UMB2L",0.756921202493394
2017-07-06,"WG-UMB2R",0.817122565298631
2017-07-06,"WG-USC1L",0.410543390982099
2017-07-06,"WG-USC1R",0.568224697281641
2017-07-06,"WG-USC2L",0.45603015435066
2017-07-06,"WG-USC2R",0.515071069311156
2017-07-07,"ER-LMB1L",0.596602519030146
2017-07-07,"ER-LMB1R",0.60166555102851
2017-07-07,"ER-LMB2L",0.860337768680067
2017-07-07,"ER-LMB2R",0.652504466511514
2017-07-07,"WG-LSB1L",0.851403703031912
2017-07-07,"WG-LSB1R",0.783915312564329
2017-07-07,"WG-LSB2L",0.82950466104702
2017-07-07,"WG-LSB2R",0.648361900669553
2017-07-07,"WG-UMB1L",0.618947131359178
2017-07-07,"WG-UMB1R",0.761236987960632
2017-07-07,"WG-UMB2L",0.751787286868683
2017-07-07,"WG-UMB2R",0.820880826499228
2017-07-07,"WG-USC1L",0.428049042623302
2017-07-07,"WG-USC1R",0.587912875681819
2017-07-07,"WG-USC2L",0.474660738124302
2017-07-07,"WG-USC2R",0.542997619432071
2017-07-08,"ER-LMB1L",0.597550431379033
2017-07-08,"ER-LMB1R",0.605733207987323
2017-07-08,"ER-LMB2L",0.860959827480834
2017-07-08,"ER-LMB2R",0.664858116948229
2017-07-08,"WG-LSB1L",0.856545745956508
2017-07-08,"WG-LSB1R",0.787165508554823
2017-07-08,"WG-LSB2L",0.837495329482267
2017-07-08,"WG-LSB2R",0.659022838998438
2017-07-08,"WG-UMB1L",0.635310771239319
2017-07-08,"WG-UMB1R",0.772757847387317
2017-07-08,"WG-UMB2L",0.757883422453127
2017-07-08,"WG-UMB2R",0.820619719962314
2017-07-08,"WG-USC1L",0.452571764726229
2017-07-08,"WG-USC1R",0.596023394136474
2017-07-08,"WG-USC2L",0.480761236922665
2017-07-08,"WG-USC2R",0.55623031255281
2017-07-09,"ER-LMB1L",0.607631078096826
2017-07-09,"ER-LMB1R",0.58887168601534
2017-07-09,"ER-LMB2L",0.87976758562359
2017-07-09,"ER-LMB2R",0.66540491578158
2017-07-09,"WG-LSB1L",0.857679256843297
2017-07-09,"WG-LSB1R",0.78313666478015
2017-07-09,"WG-LSB2L",0.83680872016411
2017-07-09,"WG-LSB2R",0.664627973693231
2017-07-09,"WG-UMB1L",0.615985363152388
2017-07-09,"WG-UMB1R",0.753426044069743
2017-07-09,"WG-UMB2L",0.758049035356585
2017-07-09,"WG-UMB2R",0.800399391107358
2017-07-09,"WG-USC1L",0.463602429406622
2017-07-09,"WG-USC1R",0.615031136013971
2017-07-09,"WG-USC2L",0.476949172742992
2017-07-09,"WG-USC2R",0.568772804108672
2017-07-10,"ER-LMB1L",0.600539014652792
2017-07-10,"ER-LMB1R",0.584351160205773
2017-07-10,"ER-LMB2L",0.855706788989231
2017-07-10,"ER-LMB2R",0.656859067287558
2017-07-10,"WG-LSB1L",0.852607394366366
2017-07-10,"WG-LSB1R",0.792499601441115
2017-07-10,"WG-LSB2L",0.843582005057443
2017-07-10,"WG-LSB2R",0.665228732602936
2017-07-10,"WG-UMB1L",0.623148447503221
2017-07-10,"WG-UMB1R",0.767298347473133
2017-07-10,"WG-UMB2L",0.756945538152278
2017-07-10,"WG-UMB2R",0.812988840900104
2017-07-10,"WG-USC1L",0.504778013097706
2017-07-10,"WG-USC1R",0.647970736494676
2017-07-10,"WG-USC2L",0.506489527258205
2017-07-10,"WG-USC2R",0.594918587108559
2017-07-11,"ER-LMB1L",0.607669588028714
2017-07-11,"ER-LMB1R",0.599272150427915
2017-07-11,"ER-LMB2L",0.8546681258449
2017-07-11,"ER-LMB2R",0.666898151643913
2017-07-11,"WG-LSB1L",0.855710635930604
2017-07-11,"WG-LSB1R",0.800867038602758
2017-07-11,"WG-LSB2L",0.847765946032019
2017-07-11,"WG-LSB2R",0.645832908796699
2017-07-11,"WG-UMB1L",0.637383770971509
2017-07-11,"WG-UMB1R",0.766281809156291
2017-07-11,"WG-UMB2L",0.753531731945311
2017-07-11,"WG-UMB2R",0.810386729954657
2017-07-11,"WG-USC1L",0.505992347226502
2017-07-11,"WG-USC1R",0.648540182429092
2017-07-11,"WG-USC2L",0.519148228815003
2017-07-11,"WG-USC2R",0.612932236504003
2017-07-12,"ER-LMB1L",0.636984575698182
2017-07-12,"ER-LMB1R",0.628926059279638
2017-07-12,"ER-LMB2L",0.856260947831806
2017-07-12,"ER-LMB2R",0.689781702877488
2017-07-12,"WG-LSB1L",0.860912366161549
2017-07-12,"WG-LSB1R",0.801537741600058
2017-07-12,"WG-LSB2L",0.842812853450251
2017-07-12,"WG-LSB2R",0.677048437687129
2017-07-12,"WG-UMB1L",0.650458093827564
2017-07-12,"WG-UMB1R",0.785354650519589
2017-07-12,"WG-UMB2L",0.773114420285448
2017-07-12,"WG-UMB2R",0.808295837292943
2017-07-13,"ER-LMB1L",0.638178026641919
2017-07-13,"ER-LMB1R",0.63025168138329
2017-07-13,"ER-LMB2L",0.859134434179623
2017-07-13,"ER-LMB2R",0.684844585080616
2017-07-13,"WG-UMB1L",0.66207677617622
2017-07-13,"WG-UMB1R",0.784983278748352
2017-07-13,"WG-UMB2L",0.770463821967377
2017-07-13,"WG-UMB2R",0.823222380701693
2017-07-14,"ER-LMB1L",0.631257781660938
2017-07-14,"ER-LMB1R",0.628073326979147
2017-07-14,"ER-LMB2L",0.858573084592012
2017-07-14,"ER-LMB2R",0.680957180087538
2017-07-14,"WG-LSB1L",0.852052493398773
2017-07-14,"WG-LSB1R",0.800990719365109
2017-07-14,"WG-LSB2L",0.829059178535693
2017-07-14,"WG-LSB2R",0.665498765988941
2017-07-14,"WG-USC1L",0.585435121609236
2017-07-14,"WG-USC1R",0.696559940223416
2017-07-14,"WG-USC2L",0.575320397579494
2017-07-14,"WG-USC2R",0.666787187047437
2017-07-15,"ER-LMB1L",0.650931768274398
2017-07-15,"ER-LMB1R",0.631055823726765
2017-07-15,"ER-LMB2L",0.890308495000471
2017-07-15,"ER-LMB2R",0.676630466704943
2017-07-15,"WG-LSB1L",0.855830819328142
2017-07-15,"WG-LSB1R",0.807841982884693
2017-07-15,"WG-LSB2L",0.842562111104882
2017-07-15,"WG-LSB2R",0.705224792019944
2017-07-15,"WG-UMB1L",0.656639117623817
2017-07-15,"WG-UMB1R",0.77427055041545
2017-07-15,"WG-UMB2L",0.761729085156062
2017-07-15,"WG-UMB2R",0.824676720509215
2017-07-15,"WG-USC1L",0.616379318578036
2017-07-15,"WG-USC1R",0.718795211057751
2017-07-15,"WG-USC2L",0.580045344862041
2017-07-15,"WG-USC2R",0.672455423448761
2017-07-16,"ER-LMB1L",0.632891358287172
2017-07-16,"ER-LMB1R",0.639671569071674
2017-07-16,"ER-LMB2L",0.858588232621014
2017-07-16,"ER-LMB2R",0.675005929488132
2017-07-16,"WG-LSB1L",0.86332054501838
2017-07-16,"WG-LSB1R",0.810825438712149
2017-07-16,"WG-LSB2L",0.854917474849204
2017-07-16,"WG-LSB2R",0.659550632534017
2017-07-16,"WG-UMB1L",0.661260845388074
2017-07-16,"WG-UMB1R",0.779213861213034
2017-07-16,"WG-UMB2L",0.761658961212201
2017-07-16,"WG-UMB2R",0.83160594508027
2017-07-16,"WG-USC1L",0.61768350192133
2017-07-16,"WG-USC1R",0.720600739538336
2017-07-16,"WG-USC2L",0.58665215790115
2017-07-16,"WG-USC2R",0.673610962887009
2017-07-17,"ER-LMB1L",0.626695332213031
2017-07-17,"ER-LMB1R",0.633825654453132
2017-07-17,"ER-LMB2L",0.850515477400702
2017-07-17,"ER-LMB2R",0.674647907125843
2017-07-17,"WG-LSB1L",0.866784542296645
2017-07-17,"WG-LSB1R",0.811204895692885
2017-07-17,"WG-LSB2L",0.847699990410697
2017-07-17,"WG-LSB2R",0.655870998268391
2017-07-17,"WG-UMB1L",0.63749609690133
2017-07-17,"WG-UMB1R",0.775982442133253
2017-07-17,"WG-UMB2L",0.757974158885307
2017-07-17,"WG-UMB2R",0.824021201919908
2017-07-17,"WG-USC1L",0.592101644683313
2017-07-17,"WG-USC1R",0.708186443961272
2017-07-17,"WG-USC2L",0.581174707039812
2017-07-17,"WG-USC2R",0.670654617506788
2017-07-18,"ER-LMB1L",0.635673074094194
2017-07-18,"ER-LMB1R",0.634210690644339
2017-07-18,"ER-LMB2L",0.854168992428047
2017-07-18,"ER-LMB2R",0.681082394856835
2017-07-18,"WG-LSB1L",0.85867096025338
2017-07-18,"WG-LSB1R",0.806964052146955
2017-07-18,"WG-LSB2L",0.844662927769213
2017-07-18,"WG-LSB2R",0.669236248944759
2017-07-18,"WG-UMB1L",0.663031876968805
2017-07-18,"WG-UMB1R",0.792761976457609
2017-07-18,"WG-UMB2L",0.763002661055884
2017-07-18,"WG-UMB2R",0.828758299812883
2017-07-18,"WG-USC1L",0.61588095331494
2017-07-18,"WG-USC1R",0.715972384031568
2017-07-18,"WG-USC2L",0.602150935082177
2017-07-18,"WG-USC2R",0.691489243546292
2017-07-19,"ER-LMB1L",0.638412236465913
2017-07-19,"ER-LMB1R",0.626536066033382
2017-07-19,"ER-LMB2L",0.853314045706579
2017-07-19,"ER-LMB2R",0.680335674267808
2017-07-19,"WG-LSB1L",0.861039877376045
2017-07-19,"WG-LSB1R",0.803809098789776
